"","WT1_25_Slot2-5_1_3496","WT1_50_Slot2-9_1_3502","WT1_100_Slot2-4_1_3495","WT1_Veh_Slot2-2_1_3493","WT3_25_Slot2-6_1_3497","WT3_50_Slot2-10_1_3503","WT3_100_Slot2-11_1_3504","WT3_Veh_Slot2-13_1_3507","WT4_25_Slot2-14_1_3508","WT4_50_Slot2-7_1_3499","WT4_100_Slot2-16_1_3510","WT4_Veh_Slot2-12_1_3505","WT5_25_Slot2-8_1_3500","WT5_50_Slot2-17_1_3511","WT5_100_Slot2-3_1_3494","WT5_Veh_Slot2-15_1_3509"
"Ak2",66986.7673960758,65111.5087821973,64192.8278488163,54841.5521905365,56961.9880438275,69781.50187931,59611.9660985558,66164.3753679788,50138.161838246,48343.2682246175,60560.2031655075,55697.5354561683,56176.8436434012,62048.5945598276,59915.2917804623,55483.1221290412
"Aldh1l2",11512.2258152993,10866.424979282,10591.2240190838,18187.4136817185,11021.2071732495,10193.7702838656,10665.5921770654,19477.5364743974,12339.075186373,9055.88854946198,8156.634502318,17072.3221773887,11566.0331091135,12347.9251495981,10949.2393320002,19133.7948103082
"Acadvl",239460.759909007,255747.880719986,245593.11340252,231407.754950546,263519.521331626,262383.69663791,249940.387187697,259711.654766602,239512.392393396,237214.710731493,195987.47485339,221149.133705623,266279.527548859,247885.901571882,266600.190925301,234197.50264753
"Cisd1",303516.587627295,428826.541107343,340748.807118419,136981.391219522,338869.959621408,441899.351801163,378756.524763966,307959.037147871,279380.647954602,243667.242433514,432633.38196809,268265.526533347,328153.902910527,444007.592542515,307262.99669665,258166.94759691
"Eef1e1",118677.578198779,108562.781425211,154343.218995767,83014.7936656381,124308.270077185,115636.98707509,113932.781616809,77043.142058617,95152.4178121998,80367.0572113098,133537.917934337,81305.2312028421,99261.3788002548,128032.649069149,141347.360486115,85310.895097861
"Cdh5",33462.1558703084,37693.7348041892,38113.0021273034,57739.082823549,35539.6561051139,33245.633213439,33401.131975145,52197.0442367981,43354.5114650151,47254.8149021438,43838.7609169587,56779.9428712152,34868.6046900254,29908.8513041456,33169.4323145432,46626.0528644788
"Hdhd2",75037.5222338591,73112.31015569,73436.7411081048,69233.0217978327,67423.9031926594,76047.46097224,72716.9977194741,65314.3030364773,68651.8751572904,77044.5955939951,61224.2368109467,66990.2784339252,73201.8701981409,59573.4633191371,67067.8943089283,64723.9782769674
"Ndufb9",169316.060614359,164828.301968143,196803.73235175,133953.037903806,162506.669106305,156282.158540031,168984.066907086,167710.440851696,161560.667481512,164857.312840692,157477.291781128,139883.327488742,178371.759362291,139557.29047249,191799.091116368,158031.469500368
"Sorbs3",38344.686453937,41698.5856589882,37531.0138375581,31741.9918085014,33158.1677031354,36787.7928122879,37001.3151768998,31725.3164209948,36290.2198494112,38758.5261714784,38172.475407029,33772.0570418716,34272.0397562756,33640.970989725,34998.2486949044,30124.1674213838
"Pik3ca",9471.27388075129,8929.05312516701,9395.8652787475,10968.1726400477,9692.17516566284,11634.7034608318,9903.6660748046,10744.86786893,9821.3682448458,10280.6786131353,10576.6464468554,11313.5372848233,10147.7894955277,9407.6037638235,8651.72612697259,9408.3522181636
"Vwa7",12397.9059578163,16299.8471999294,16180.7143959009,16739.1164990274,15256.4196289072,18409.1877469347,11385.4993265372,16754.1479349446,14229.280597191,13567.2188249309,12604.9871068455,16413.5495300766,16230.6444751176,10643.6445809782,12443.5304555529,14215.7560652154
"Atp2a1",9947.40026748033,4366.84306206197,8504.50078916481,3990.78418511554,12717.4620087555,9514.59935016544,12678.2096017341,NA,56511.7079909214,153634.806582577,32643.6375276204,7025.57958750673,6445.25639031313,6264.06931551077,5854.67299660245,7243.65286450209
"Tacc2",17666.8013422743,16305.2256828833,16068.6230632729,14415.3255073001,14441.5245991391,14780.9636429245,14319.1178486099,16305.7146421725,18468.6377298741,15023.3978426013,19198.348290716,15532.0582840828,15002.0819117104,15696.6311550469,13354.1552855231,15421.984246629
"Mtx2",68263.6719029427,86636.482713148,92827.9355474685,53234.1439699859,77862.344310803,83813.4415499602,94015.0315704026,76826.811262917,81114.11533717,76490.6877064579,90793.411057422,64452.1875111167,77534.1656699828,92774.1399811734,89422.9621946771,69641.9364513267
"Lrrtm1",2749.52,5670.58,NA,2365.12,7087.73,4838.69,6906.5,3827.92,4464.16,6224.06,5319.16,4246.4,5507.95,NA,4161.53,NA
"Gna11",179177.57454772,195931.592995707,195142.495600865,138205.152487248,171668.576192339,193643.433536874,177066.381723814,148540.332965543,186063.471633596,213366.636083476,180748.853431064,160143.64064,185338.195012535,180318.845233083,159019.438421431,129895.057282059
"Yme1l1",37470.3004648973,33345.9846031634,30075.3932202525,42206.7251952321,35624.4908873793,34855.56834005,30445.1780024281,42771.225283541,36590.7636140647,34059.4779510189,27828.2573164204,38355.3997175172,39437.84217022,31254.8526521055,29834.8930719683,41777.7941785634
"Utp25",12375.16149783,15526.7372081471,NA,14008.9505538459,NA,15100.4269747975,9825.60987648361,16690.5753420978,NA,13085.7001497107,NA,17598.2320255225,14882.8947178847,NA,NA,13985.0617342245
"Pik3r4",28193.4463103422,29504.5667121793,32691.3702752026,27030.634838605,31266.5119732171,32717.6745744143,33202.0714777834,28652.5940056914,30091.7992743003,34260.8655106543,30606.0923943084,28041.7120286222,31342.6980324978,28767.8924139021,31477.1693006353,27966.857699956
"Fbl",170678.022698933,165327.186470151,142211.780984714,158963.778989062,160832.309298856,153942.626889582,169595.283189401,137643.561955459,132194.313874824,139830.947484316,160460.646082783,182337.330628289,159567.437223751,166995.005583453,159824.671563505,154040.01450538
"Rbbp9",64465.7079108787,54742.9612616647,50461.2402360489,45846.0807315522,50021.3267135835,64465.1487726931,52027.3202744301,37524.7130535972,35475.5500439258,44975.5861669931,46314.230049011,50127.6557447125,46822.5479654574,47899.4525447453,52520.3003457722,37606.8175977894
"Poglut1",121080.949913128,130961.892303504,154240.913777457,115596.347418624,130681.928246412,137967.673322248,144875.961752856,123789.81957325,114413.067801385,120724.729333323,115089.5859149,113705.468883852,124235.599709425,127182.198861699,151023.383161095,121874.6675292
"Dusp3",152626.079858608,142698.745158611,133131.381073735,111180.189716837,140038.256943412,144153.146831338,136817.298314481,112031.568126049,108845.375279066,133395.070391316,140028.924527949,133413.165221645,132652.279584691,146905.031488831,148728.816576648,115043.562023368
"Usp39",19379.769118647,20491.7530057311,20036.2885429708,23746.523633482,23667.9059523245,21354.8073724087,21029.8679024265,22664.3736302674,21918.0516171886,23828.169413599,18976.4933375948,23159.4232774284,22772.094196933,20750.8534600222,19265.23167758,23144.8410724761
"Psap",440368.555430506,527480.801845883,470131.182496018,512518.897723666,489054.118888465,550118.879568274,431015.334287932,740381.583902624,466300.197767387,380789.039496557,466840.81849819,625291.313336062,467434.480896514,480992.210999282,453160.386341727,584120.386889495
"Pdap1",118663.81747602,107760.494513875,91455.1685115784,126068.9025624,103771.922045554,109439.027734323,113238.042163362,129739.98578072,95368.9207306778,110719.284186965,107290.238312166,142279.888968091,113041.370239298,107736.008823448,92448.6388304853,119355.809285244
"Arg1",NA,17786.3698908161,28062.8113276504,62916.0206909112,19898.8964896444,21726.3427728585,NA,44675.9341421438,16168.4000804025,NA,NA,80754.7497804211,15130.1498787233,15657.6534125798,21862.4858589833,32296.9263801627
"Alpl",52419.6271896364,52037.1935667355,57555.0733582765,37605.9970892384,45246.928378171,40366.0821773343,47840.1898766006,37226.9723004097,53215.4487695203,65505.645511341,48413.7256469521,47258.5450356494,41335.9141424078,51657.4829141298,44098.0418748631,41462.9663414719
"Pdp1",48776.3003255483,53935.2589166465,53266.2402445759,48470.7359474179,49782.2504108907,50364.8181135327,48170.8111223563,46528.7373354161,43549.2696126023,49329.2033336269,42379.3878240926,48792.4893883248,51780.4059390163,42365.3592138791,55509.3049836282,42382.4713834485
"Cttn",200427.436321178,151660.680416931,132658.284960788,270225.09860593,183665.076936693,153912.553243285,122067.299016564,206139.913623109,182126.065217761,168104.126639875,134677.256779676,257140.304366601,199944.250462634,147418.735216121,135330.150113262,255428.106215851
"Tanc1",13419.3506869442,13786.532784316,14368.611864744,17123.8687738133,15372.8557607188,16001.4444070513,15827.2470448403,20032.8017526452,16588.1913289353,15986.4165402983,15879.5101230625,18569.9349390092,15813.5395297895,14011.0683608081,12361.2901340344,19413.6082960903
"Hsd17b7",88038.3241706135,64800.9211482898,87588.7873634635,72272.830403015,81880.2167952105,66843.7658229664,75063.268402784,66710.2119336424,59413.2771719095,63447.1745033023,68432.5541053687,71669.1859525471,72356.3246395096,75734.5281105137,86932.529335535,73792.6477492411
"Gosr1",24226.2147122717,29227.5150501608,31432.2893975913,26822.5925383276,27175.9038803679,26047.0601494416,27309.4913913858,23457.7627465243,26092.6588039025,23567.8418746328,23859.7689938508,23935.2145905768,27124.3762478226,24286.1853968493,28487.7980822064,26908.987839923
"Afg1l",21275.9974980483,25238.4886050064,24499.5967312991,21623.4970659183,24769.506698702,30005.7078677222,22387.0728365665,26556.8770645363,23489.6246319639,24062.5870447517,18606.5660405236,20026.9210312751,31041.287116107,20956.4525927426,24263.1062897637,21532.2262469532
"Lars1",281222.957954338,296995.322728194,343006.049600709,254022.272984145,305725.897261185,320441.624168226,340868.633359146,241111.371236622,247644.836375846,278598.106533191,292557.758202582,262048.316907967,296914.091389999,287524.281488135,358048.22408561,246022.850856842
"Exosc3",NA,NA,NA,14822.5,NA,11617.3,NA,NA,NA,NA,9579.96,NA,NA,NA,NA,7624.79
"Rab27a",16039.5777665651,14007.1023596466,16652.1246549753,19698.3435557377,16730.1213709507,19966.6092498931,14892.3429010488,16029.4104109299,18581.778994648,15327.1971083791,18674.4914235234,16929.7195607313,20019.555605276,16491.0004573226,15306.9349671949,20744.7688761213
"Rpl26",866621.434717649,682972.613476398,792197.505344952,765331.543223973,694871.347532443,750261.229070038,752384.466574894,651063.470638628,563061.005999704,529710.767039379,846160.989778548,883220.864354529,637868.327755455,833311.731023427,845520.60827759,817330.20236042
"Rbms1",54387.0286426322,66428.4412808461,80069.7963379489,58720.8689442141,67333.7233992164,68288.6146669439,72451.3694758106,68291.1108479994,53542.7424698424,53089.3645507681,69888.0440659023,59200.0999772791,61357.8417643325,53412.0362488227,81245.4943192531,58170.9793097882
"Snrpa",171743.551049187,158192.358378591,160328.9331173,159673.507461405,147626.847042386,163080.730852844,119513.874648577,132919.969502206,113430.226891707,110360.027874326,146743.955254842,147195.966459212,135055.763281174,133293.767932221,161882.181617034,138316.07894971
"Tcaf1",25462.4423810281,23434.2423889551,19643.554708488,18588.3996873438,24969.802804791,25173.2993881857,17150.7637637757,18445.7456270027,25820.0843597165,22225.8551189422,15512.3248439811,20296.0012916855,30878.6993796458,23579.0745695551,20046.4489707176,18140.9397156067
"Lactb2",58675.0818858561,54768.7767767009,47721.7668304036,67542.0662813051,60958.404851272,70929.7543574471,55375.1125210915,64903.5096682845,58075.0186470136,63247.7947335746,62313.898307381,64794.0898902192,59700.5945839437,53779.3199768839,54732.2284197038,74463.8949022248
"Nedd4",465476.709376695,474299.310992941,473349.092543169,650036.781235451,501377.174661262,473084.802699763,480825.183132918,579588.131783343,489109.668431014,509318.578310528,511306.169278042,722079.59592885,509413.763138565,491593.815856754,482890.545723328,665924.328517953
"Dhx36",89328.9101729629,74406.1201912956,79509.4230256277,83540.3071471714,85149.2685902104,80183.3549023832,79261.1660812276,77823.2717914221,74120.3231453852,80434.5495838616,88835.8011905149,87485.0917891392,84570.0073914193,82392.2236217473,82231.98489618,90807.2857097057
"Rab8a",49221.5361282675,55353.2896257645,55794.9669779545,59466.7810662652,50785.153024675,57433.2015181943,54995.5537540692,57589.9826470871,47695.4325988477,57346.0585787198,54687.1557112145,57155.5034459336,53263.228101731,53254.6823748662,51205.2753743855,48947.646445697
"Trpc4ap",10990.0071205895,9899.83085201125,8218.93638229852,11549.077779825,11157.5003732645,10989.6528157557,9493.16578321993,13770.4301020889,10467.2945216068,9636.19673191062,9221.5749900937,11859.2011830082,14713.4772600351,9822.11378494207,9745.90503673896,11352.0338899844
"Slc15a4",19487.7675728071,15567.1887212361,17162.8849185316,15174.3552687202,19960.190628692,13985.5470678616,16656.3974682255,15834.8506072057,17517.8834660761,16828.8384693832,13436.1104168687,14935.0706739186,16287.3186245001,18463.9952783748,15629.1689524957,15258.5742462471
"Lap3",172078.852368798,163580.848058989,171617.386730322,170104.15861551,176169.537821326,186682.470446132,178777.68455344,171696.32578697,160109.74319167,155763.515103778,144860.322361612,172625.026696072,174967.888322397,177382.95126237,190917.620482362,167884.678993552
"Pdhx",161712.276345925,196192.446394099,195222.323309704,163867.513170077,194587.027437607,201768.462300694,200317.687897154,220453.25333091,188523.927860138,189324.308199236,168104.110450552,163136.674122431,210210.143704573,187520.186337305,203747.213758883,180936.437190574
"Vac14",40278.038288958,43157.6951699994,40991.7877056157,39513.6587814365,38229.5003002804,40413.4532278513,41279.3898460186,36072.0823353618,39485.0940282038,40731.1481203691,45502.9827728159,42103.4077385218,38492.4235477203,42831.4308204305,38199.6078619188,36856.6637844104
"Srp14",58117.5695474685,50700.9062665736,56660.9924610331,61601.0143404944,47980.8152666601,68180.7091686341,53812.1408613349,56531.6049619282,42384.5975248175,41509.3481173053,54199.3855221767,62050.8593726171,56834.4072635093,45489.3781589724,51869.8489690294,52199.9956901362
"Sec16a",56200.5504077088,58002.5676285653,59235.1774208181,75697.9443262794,56152.71987946,62407.3707249354,57689.2322254503,64062.5177512369,62379.9335613098,53707.0483333582,56299.7011475154,61903.5935285545,54351.0716766137,56765.8206932141,54261.6484001272,68556.5358301589
"Osbpl8",35154.9166166591,30569.6262143338,30845.290581874,33765.1773472812,35038.6937777503,34637.0893511242,33009.4925824382,32349.7215788013,31331.3983347571,30502.218657836,35680.7266432033,35087.7121985687,35838.4614581421,35515.4952071669,34748.2496423379,31817.5246183942
"Sec22b",437405.97521169,445860.750349814,501866.025751295,337476.634622322,447263.201743407,402200.445691483,465620.529159162,335829.906049586,383741.534768037,367288.707588223,441536.175502077,365712.19293008,421574.592431925,471959.260829576,488579.607926481,387549.107326086
"Nos1",11287.1071179238,9985.03593558051,12489.4184778179,14610.6646050523,15649.7710466841,11345.1445115425,11784.9922423647,7787.91293745154,12571.4641136061,10641.7600289743,14429.6706185394,16520.1403461732,12053.5721917884,9686.45795307529,10267.8499916337,11898.8031886974
"Aldh1a1",161836.312690523,227357.240546179,199600.727502147,150113.567558536,190177.073619635,251310.767689384,212373.177502613,140668.983265941,170011.700532098,181093.840163508,226609.164399996,222248.139513451,187610.160264788,178938.78315808,251646.973950889,130871.164628813
"Nbn",14738.5676784962,14463.8642128592,12515.3892594255,14079.4235379651,13740.7575096593,16771.6259584096,15476.7741306839,12553.3059492959,15459.2903406139,13991.8582962513,13378.416960339,14173.7764929761,15630.2978293676,11303.3552123464,11838.3618856288,11489.6412479441
"Clpb",39235.2575735296,32634.5077646275,34813.5070483871,41598.2625772456,43211.5670560635,33678.7151915412,38253.355390204,45215.0463992701,36851.202952821,38530.9065622194,30569.6767691965,40182.1430147644,40774.6963838513,39186.5324418861,34852.3030306889,44669.1362828229
"Ncbp1",41401.8238600819,37734.4338563287,36591.5781161571,33716.2436006403,38681.6216037852,41196.1319854862,36101.0043762146,34054.3302201287,38539.2064973493,39144.3439150672,38963.8073014248,35257.176034973,39965.8448807801,44087.1939784032,35386.3091804027,35512.439966946
"Sgf29",NA,NA,NA,9387.32,NA,NA,8246.79,NA,NA,NA,8152.51,NA,NA,NA,NA,NA
"Epb41l4b",10568.194169694,11690.7982292523,10476.1494183237,9717.65978486343,10093.8620957337,11492.4008893253,12814.3338012883,8093.8095930243,10634.6669685695,9439.66329827108,12678.7058324552,9116.23471804757,11244.847284292,10906.7985032914,11124.9654262682,9487.26669336875
"Apmap",155232.188952384,163525.832437968,184469.649765387,139059.997550325,169045.453965158,171726.430581693,172771.780713464,147644.183686674,136747.896588341,152887.619379732,154717.851036731,143633.141221598,162220.8127987,155534.167173236,192697.912116547,148075.655798763
"Tlr3",15864.0946017908,18936.2076449199,17725.7758189706,15495.1797290799,17117.9288954356,16604.3504196918,18966.942350672,17429.4932936105,17877.0102119239,19701.7005679244,18517.7714623564,17631.8764023128,18813.6611220538,17854.3873405496,18975.2011017107,16110.3361779429
"Tfcp2",11250.5254973971,12772.9018157247,11610.2217662371,10790.4273704315,10629.9415424157,13871.3734345984,14206.8935718322,13082.0903773091,12719.6652165943,14526.6660805012,13485.3484229914,12597.0865513594,13137.5792803023,11909.8029982752,9944.04584475763,12875.2942854318
"Mtnd3",27888,28847.1,47685.4,21862,19511.4,39043.8,23499.4,22920.6,18667.9,21595.1,37112.6,21953.9,32878,30420.8,26492.2,18742.4
"Ldlrap1",NA,3584.11561023654,NA,5110.3885110409,NA,NA,NA,NA,4293.46355785632,3862.01730639927,2635.28928326876,4814.89982858378,NA,3991.91709127951,4093.07661237583,4626.26471772454
"Brap",56784.5275335927,49770.1737122894,44924.2475146747,38952.9385127081,52708.7062388639,62508.0802651431,59379.3933568465,42337.7743008868,45292.6617431669,46148.0403996916,62981.6422584697,48285.5545428343,48124.693287747,57966.060601967,53433.2079729811,43216.8537600398
"Mrps24",14722.9761603779,18521.4114913812,15695.5593209642,12430.3512511489,24016.2212675211,16797.9702329208,21195.3745537282,19237.2879268904,12849.3155643315,13652.1854956588,16588.0059406943,16259.7785189419,18187.8048489752,14401.641300613,18721.0595590902,13781.7399819795
"Nek1",21796.5691507944,25035.7247099112,25588.0196939029,22734.931531294,25147.3489935304,25380.5103698885,28236.8730749888,25579.0581898863,25145.6374274559,24814.8752142611,24233.8670205682,21577.0039029254,26172.9659077629,24864.588011925,28524.0821421484,24348.309687168
"Serpinc1",934401.035732064,1025186.52244621,1092733.48799914,481825.834026656,887818.799909649,750995.112756293,833380.436276061,432131.465237917,751077.940979588,838037.44366201,838407.651486155,619067.135161675,886207.080164613,1009054.78284218,1081666.49882467,510367.363823347
"Calb2",27464.9289647243,29939.7483269942,17999.0650168772,18433.0249010823,19028.2738351171,15735.823307419,10851.6354967185,32561.0609799553,30448.3650702368,36709.0751168498,22948.8779281201,17797.3212344783,28001.5820209758,22450.4371904616,11240.5629659059,31924.6681474087
"Osbpl2",17559.9971036091,17057.5130545274,15897.8590001121,15439.3429957216,15699.3896767513,17334.9599151172,17053.3168363193,15162.7267650792,16056.2742848427,16180.3839932998,19350.8068101946,14502.460670502,19383.5691991225,16594.303577654,16129.5132326976,16073.7978856067
"C4b",281383.467142239,334005.818581629,337878.208785725,280007.519607015,231738.482866514,249270.60323407,293278.728566314,199944.383374228,263160.373872399,299917.057555595,268700.065314059,250053.447674366,330156.069651568,339478.935330387,446587.012006703,251240.767079197
"Adam17",44512.3615585545,45631.5022461954,47770.7326416818,40014.1541656263,42019.7307100552,40793.0351608131,43749.4275711363,39368.2423075053,44845.7978258692,48116.451233962,46288.7536995567,42331.680971626,41252.5356927388,42758.5684841122,41978.971559753,41344.0575372985
"Cldn19",92134.1747236864,95543.8143503959,112227.722109579,66664.9067474756,91982.6926678103,79755.5942788453,81536.3134110741,70097.6571447216,83545.7175508692,87444.4157744928,82760.624791779,63663.253276396,94190.7193959189,90546.6892090365,91774.893974533,61962.5737553271
"Oga",38236.2107726549,32682.9121272676,32102.9075628453,34797.6397387228,34965.2554921249,35278.3810170961,31670.0694535175,38511.206569218,33930.347128952,36462.206031798,28464.5466501369,38829.5682739188,38907.4247268052,31712.1856781134,30619.3213472413,32385.2872257243
"Atp6ap2",29132.6738725544,26441.6188500989,29611.8652455078,31957.875921833,30727.2487742487,26371.6664468994,25476.8470526982,29411.4434830463,25354.5596336018,27437.1941581476,23339.8877804371,29768.2077438924,31910.3129805974,27597.3121655467,31610.2188017252,30612.3482628086
"Dlgap4",27366.3941148996,24398.9996311109,19003.5530170932,26689.109009288,26930.8532431101,26421.2942056606,19544.5994781172,25726.819415949,29010.6805524664,26338.4797650489,25285.0947946382,25633.4188684462,27892.0262233433,27320.0656881728,18625.0101169597,31397.0285388366
"Gpd1",335445.602245649,271782.895502339,297162.671840568,230387.535429033,297467.25862091,290986.264788515,273917.834839649,245642.988642015,259240.502085832,294787.695994363,246093.497950523,224032.219731733,281687.089735676,266114.139920899,296689.132152208,220863.064269543
"Atp5pd",708436.607683925,712422.827892178,776484.634830224,468485.951017054,659407.169034912,771662.633278166,660778.76467534,659736.883124982,541979.435342946,552925.953971365,792048.345211345,577449.444349626,677386.308994473,751755.018116276,694997.880746481,552002.477665736
"Moxd1",NA,3387.85605294593,2333.67292214806,2347.54871703379,2692.92865870066,NA,NA,2591.38988683379,NA,NA,1206.30301113029,NA,NA,NA,NA,NA
"Smarca5",37724.1950969226,36351.5798220163,31484.3653983133,41462.9970404745,35782.7401353961,36592.4424710302,34295.0636480413,39484.8734131072,37577.270330457,36537.3195235826,34338.7695273066,46722.5529393953,36540.997002209,37096.9321726536,31555.8531806078,41419.30625532
