Genes,log2FC(S2/P1),q value
APLF,-0.1009299,0.145954074
FARS2,-0.10099696,0.575984528
CPXM2,-0.101035853,0.296088743
PPP2R5A,-0.101344337,0.07039679
EPHA4,-0.101378359,0.031431467
DNAJB1,-0.101506356,0.000659842
S100A10,-0.101534513,0.077475773
MME,-0.101638848,0.190901393
GNAS,-0.10172472,0.006630214
SLC5A6,-0.101784076,0.501313051
BORCS8,-0.101793388,0.140735748
CILP,-0.101883007,0.346620227
PHF6,-0.101922329,0.228557276
ITSN2,-0.101991837,0.004636231
PSMA4,-0.102559098,0.084898837
RASAL1,-0.102588157,0.100166234
RAB11B,-0.102756193,0.004683485
PDCD6IP,-0.102788476,0.020053492
LRRK2,-0.102876663,0.219943885
PRKAB1,-0.102995328,0.036501966
SEPTIN11,-0.103343452,0.061584822
NCCRP1,-0.103520959,0.032391631
MCM5,-0.103726004,0.004436988
CAMKK1,-0.103987306,0.073914775
HNRNPH1,-0.104015912,0.095565122
CNTN1,-0.104042727,0.000708763
TEFM,-0.10410173,0.229034639
ZFAND1,-0.104381711,0.042267456
AGA,-0.104385658,0.243947479
PREX1,-0.104386773,0.431757214
ABL1,-0.104432432,0.257170613
KRTDAP,-0.104448782,0.012586151
UQCRC1,-0.104492188,0.003468467
PSMD12,-0.104678334,0.012723772
BAP18,-0.104746083,0.006108029
GPATCH8,-0.104772796,0.513486245
FAM107B,-0.104886185,0.128719221
VARS1,-0.105088887,0.005665043
OSBPL9,-0.105096453,0.038784741
FCGBP,-0.105107154,0.001353924
GNAI3,-0.105319528,0.000631934
ITGB2,-0.10534132,0.09324916
AKAP11,-0.105353937,0.014477819
SHMT2,-0.105634917,0.018125961
COPB2,-0.105724208,0.001162865
ARPP19,-0.106126463,0.475175739
UBE2O,-0.106180035,0.003445189
EPRS1,-0.10646773,0.001405333
DAPP1,-0.106473193,0.148469478
FGG,-0.106479303,0.166994072
EFCAB14,-0.106593506,0.178459804
TTC9,-0.106642133,0.206979462
MRPL41,-0.106841808,0.002588709
ALOX15B,-0.10698452,0.109446646
MOXD1,-0.107039105,0.042680869
DIS3L2,-0.107089851,0.030713682
COQ6,-0.107093303,0.041404626
FAM110A,-0.107216863,0.107183749
PLXNB1,-0.107231286,0.247597598
FHIP2A,-0.107268062,0.071416351
EIF3B,-0.107369189,0.00341375
RALGPS2,-0.107562681,0.181906131
GNAL,-0.107807002,0.14540443
POTEJ,-0.107807541,0.257014389
NARS2,-0.107867069,0.063872827
MAP4,-0.108032549,0.016225673
SLC25A40,-0.108136937,0.318485414
LRRC1,-0.108223202,0.015963358
RELA,-0.108226196,0.007787097
ABCA1,-0.108315331,0.335799657
COMMD1,-0.108431102,0.206595105
CRTAP,-0.108470591,0.014666045
ASPSCR1,-0.108726353,0.234815214
SPECC1,-0.108816523,0.027600556
VTI1B,-0.108827118,0.005265974
UBE2H,-0.108938098,0.073857486
BRI3,-0.108965166,0.372231476
TGFBR3,-0.109097874,0.392322021
PLXNB2,-0.109176623,0.016474095
ARMC1,-0.109213983,0.017017821
GNB4,-0.109322949,0.127428516
TIMM8A,-0.109437099,0.031107262
RTN1,-0.109462431,0.243897241
MOCOS,-0.109485063,0.020886604
MMAB,-0.109621822,0.073784518
TRMT2A,-0.109871503,0.040678316
IRF9,-0.109873302,0.249543817
PRDM10,-0.109916803,0.172371888
EIF2S1,-0.1101725,0.002146764
SNX3,-0.110222807,0.003810719
WWP2,-0.110313807,0.131705411
SPNS1,-0.110383078,0.05550297
SLC25A33;SLC25A36,-0.110453955,0.13201512
TCIRG1,-0.110455138,0.053469914
NIPSNAP1,-0.110479017,0.101585709
DDX39A,-0.110539651,0.00664447
TACC2,-0.11086359,0.001237188
DUT,-0.11087879,0.110755688
TRIM21,-0.110929613,0.004955321
FBXL12,-0.110994633,0.253984077
PSMD14,-0.111061597,0.059644397
CTBP2,-0.111249526,0.451441629
TJAP1,-0.111414709,0.051084661
PLCD1,-0.111456701,0.044625532
CD81,-0.11155294,0.423167049
APC,-0.11173329,0.033652607
RFTN1,-0.111872418,0.01485297
AP4M1,-0.111917026,0.279025301
IMPACT,-0.111929281,0.022036783
PDCL3,-0.112002269,0.056248835
SCARB2,-0.112418591,0.009116162
CNKSR1,-0.112450429,0.32995783
PRPF40B,-0.112539862,0.097771856
RASSF7,-0.112832297,0.236147491
PM20D1,-0.11286438,0.582590313
TYRO3,-0.112880439,0.011114688
PML,-0.112926967,0.002908108
DTD1,-0.113043462,0.013903477
RALB,-0.113130545,9.67E-05
LYN,-0.113325329,0.015793098
TEAD1,-0.113341077,0.196018088
SGPP1,-0.113377701,0.027865073
HEXIM1,-0.113387476,0.013241722
HNRNPD,-0.113519714,0.00824881
FBLN7,-0.113628425,0.241819314
RAP2B,-0.113705541,0.001406313
NDUFAF2,-0.113791563,0.010236898
GRN,-0.113837798,0.03061134
ANKRD52,-0.113856477,0.266586164
RAB2A,-0.113869797,0.006457782
NID1,-0.113992558,0.042522122
PLEK2,-0.114180984,0.089470708
NDUFB10,-0.114303029,0.178786056
PTGFRN,-0.11450493,0.009475923
GLTP,-0.114573507,0.08916286
CCT4,-0.114601029,0.00019813
GSKIP,-0.114725094,0.025511732
LRRC45,-0.114767194,0.239783718
KIFBP,-0.114806828,0.310170696
ANXA4,-0.115359221,0.004921506
TAPBPL,-0.115459419,0.213501384
P3H1,-0.115663146,0.024702603
ATP6V0D1,-0.115745323,0.018389136
AP2B1,-0.115959898,0.004508036
CIAO3,-0.115983341,0.176974102
BPHL,-0.116195777,0.011114688
RAB3D,-0.116259529,0.000366935
CAPN2,-0.116428979,0.007067288
COMMD3,-0.116671217,0.01757729
PHF20,-0.116802017,0.025870594
MMP14,-0.116813589,0.00817348
RAB27B,-0.11691427,0.004560218
CAMK2G,-0.117236691,0.006788555
NECTIN1,-0.117292263,0.06630834
MAP2,-0.117362468,0.006786702
CAP1,-0.117370942,0.020671762
THBS1,-0.117534757,0.024062856
POLR2G,-0.117550699,0.013575332
EVI5L,-0.117624023,0.000154008
EEF2K,-0.117730077,0.00108233
PDLIM5,-0.11778164,0.000259173
ACSL5,-0.117833095,0.146411489
EFS,-0.11812212,0.018366229
DUSP22,-0.118140553,0.040708046
PRODH,-0.118185235,0.391547121
HSPA13,-0.118208339,0.010416334
PRELP,-0.118240884,0.01696937
BTC,-0.118433599,0.135188035
BTF3L4,-0.118544862,0.00361506
CAPN5,-0.118645365,0.02254971
IGBP1,-0.118728637,0.060470575
CYB5R3,-0.118925302,0.001885862
SMARCAD1,-0.11897499,0.198811369
KLHL25,-0.118983152,0.165757267
CCDC88B,-0.11906038,0.490352494
NME3,-0.119250881,0.009923776
UBTD1,-0.119395673,0.147384825
DENND4B,-0.119435247,0.040088529
DCTN6,-0.119577375,0.077605041
FMNL1,-0.119741813,0.125994443
MECR,-0.119751342,0.107098207
RNF11,-0.119891687,0.107954251
CTDSPL,-0.119938214,0.209568915
SBSN,-0.120010443,0.028855246
SH3PXD2B,-0.120032829,0.026578024
RRP1,-0.120040232,0.205452215
IFIT5,-0.120123978,0.063800818
FBXO7,-0.120244339,0.049547799
FLNC,-0.120252924,0.00298147
OSBPL11,-0.120366594,0.069706514
POLR1G,-0.12043082,0.136881888
MYLK,-0.120537836,0.004537471
ARHGAP6,-0.120605719,0.14035577
CDC5L,-0.1207424,0.081218338
NEO1,-0.120906767,0.235727501
ASAH1,-0.120936927,0.029425659
BMP2K,-0.121114386,0.03444114
CYTH1,-0.121114578,0.000404961
HK1,-0.121220058,0.002116586
APOL4,-0.12126123,0.015857903
NAAA,-0.121325168,0.090119914
RB1CC1,-0.121373739,0.152786076
SMN2,-0.121435887,0.16093442
SNX1,-0.121466084,0.000590783
EPS15L1,-0.121498774,0.188308012
EPB41,-0.121672581,0.008867761
HLA-B,-0.121721267,0.547189954
IFITM3,-0.121734002,0.157889002
RAB4B,-0.121895013,0.01889844
FBLN1,-0.121976338,0.05096632
SEPHS1,-0.121999034,0.03816775
ANKRD13A,-0.122022192,0.076324771
FBLN1,-0.122286724,0.161238432
DOK3,-0.122288315,0.056741767
B3GLCT,-0.122344662,0.298271845
CAV1,-0.12238104,0.002570975
TRIOBP,-0.122427894,0.308712009
ANXA8L1,-0.122430428,0.007605923
MRPS36,-0.122478823,0.002746268
COMMD8,-0.122487032,0.010694495
NFKB1,-0.122544701,0.025083581
MAP1B,-0.12271304,0.010991349
TCEAL4,-0.122774762,0.043259704
EIF2B2,-0.122913166,0.029170559
EIF5A,-0.122989194,0.003811562
UNC13D,-0.123007806,0.083627254
CUL5,-0.123156978,0.000753642
AKT2,-0.123270054,0.037980545
MDH2,-0.123289935,0.000295854
TLN1,-0.123329041,0.009429223
TARS2,-0.12352561,0.000959757
HLA-DRA,-0.123595121,0.018745957
USP1,-0.123792796,0.423515574
PPOX,-0.123859955,0.111486498
ARPC5,-0.123885759,0.009526365
WTAP,-0.12390393,0.37671268
MRPL21,-0.123907116,0.001539343
C11orf68,-0.123982231,0.117885332
QPCTL,-0.124351903,0.175455407
ANKZF1,-0.124428773,0.033580177
TFB2M,-0.124530157,0.18449856
KDM1A,-0.124538756,0.039926095
NAA50,-0.124545669,0.19171267
ROR2,-0.124640577,0.035115915
MAGOH;MAGOHB,-0.124646429,0.007418981
RNF10,-0.124814409,0.041649319
PRRC2A,-0.124910786,0.228916951
HERC3,-0.124937073,0.237405797
ACTR1A,-0.125029544,0.001287241
TPM1,-0.125030688,0.032482126
ECI1,-0.125162957,0.040656591
CUL4A,-0.125165659,0.001356493
DENND1A,-0.125462244,0.217991363
TRIM5,-0.125479678,0.054656317
MGMT,-0.125588682,0.125892462
PXN,-0.125593585,0.024243276
BNIPL,-0.125615947,0.29363611
TUBB2A,-0.125876348,0.002898032
SDR39U1,-0.125885715,0.116514942
HDAC7,-0.125937388,0.049075053
PLA2R1,-0.125952312,0.084671706
ARHGAP10,-0.12600431,0.355131132
URI1,-0.126048479,0.003826526
TNK2,-0.12604968,0.147103012
FHL3,-0.126086503,0.100166234
ANXA3,-0.126184275,0.01286715
HGS,-0.12625059,0.011405743
MAPK1,-0.12630797,0.005461609
FBXW5,-0.126376935,0.212554049
MED13L,-0.126467099,0.109030851
CD2BP2,-0.12647708,0.081861135
TRIM28,-0.126573901,0.001127986
DEGS2,-0.126592952,0.163649291
WDFY1,-0.126731949,0.006836316
GSDMA,-0.126758473,0.047885864
FAM210A,-0.126808753,0.107098207
BCL2L13,-0.126915563,0.004335
ELP5,-0.12696541,0.021152731
TUBB3,-0.126998026,0.003700497
MGLL,-0.127000464,0.086081443
PLEKHF1,-0.127027389,0.113809732
PTGES3,-0.127068487,0.250148847
STOM,-0.127215298,0.002383432
SH3KBP1,-0.127408574,0.008562079
UBR3,-0.12744126,0.007647724
FBXO28,-0.127442927,0.131902955
GPC6,-0.127482886,0.156878898
TOM1L2,-0.127542327,0.003788736
MYD88,-0.127624776,0.023127646
GALNT16,-0.127661361,0.104121437
CUL4B,-0.127706571,0.004244153
ANKRD12,-0.127931785,0.3166594
COMMD2,-0.12803793,0.033461692
AIFM1,-0.128137904,0.001021844
EIF4A1,-0.128464846,0.004201102
ARHGAP25,-0.128691301,0.095159482
SAR1A,-0.128728806,0.02188171
CDH1,-0.128807312,0.009804398
CELF2,-0.128850474,0.01691438
SSBP1,-0.128851326,0.021442438
ALG13,-0.128915293,0.056558191
DDX19A,-0.129121344,0.012039137
TCEA1,-0.129259743,0.005458249
CSNK2A1,-0.129269882,0.054709165
NAPA,-0.129404838,0.010331648
LIN7C,-0.129501227,0.001893196
NEK9,-0.129669381,0.01890219
OGN,-0.129829294,0.031483093
KBTBD6,-0.12990629,0.109493984
PICALM,-0.129951151,0.020377372
TIMP1,-0.130040284,0.087028051
TECPR1,-0.130226887,0.099145273
APOB,-0.130273573,0.010951969
MAB21L4,-0.130325853,0.020053492
PRPF39,-0.130476644,0.137106577
ESF1,-0.130543808,0.036709957
GOT2,-0.130544522,0.003177376
TPBG,-0.13059797,0.0026121
PPP1CA,-0.130602498,0.000441332
RAB5C,-0.130613424,0.020112734
RANGAP1,-0.130805867,0.00045024
TCAF2,-0.130926207,0.207174374
SVIL,-0.130998036,0.001080498
MINDY1,-0.131151387,0.078000997
PCBP1,-0.131188357,0.000693785
RTKN,-0.131349432,0.054242529
TSC1,-0.1314339,0.056157889
ACAT1,-0.131641608,0.000127127
TRIM28,-0.131739674,0.1177123
DBR1,-0.131782036,0.030641649
SNX4,-0.131847787,0.044179206
MLX,-0.131954989,0.047287394
LAMC3,-0.132028217,0.144142371
TBC1D9B,-0.132314838,0.00534823
CSDE1,-0.132341161,0.002203158
KIF1B,-0.132540851,0.010196662
KRAS,-0.132549033,0.02675411
PARD3B,-0.132670233,0.077402172
ATP1B1,-0.132754774,0.048867643
ALDH1L2,-0.132917417,0.016791215
LMAN1,-0.132953507,0.002928115
URB2,-0.133489874,0.355725755
F8A3,-0.133988628,0.00737105
LPAR1,-0.134003029,0.077992513
NIBAN2,-0.134057936,0.000350329
CNP,-0.134168652,0.004265038
FGB,-0.134445244,0.108359927
ANAPC2,-0.134475985,0.038573519
FBXO9,-0.134617133,0.135717459
CYB5A,-0.134840516,0.001325882
BRCC3,-0.134936218,0.133425026
SNX7,-0.135021832,0.081540545
THADA,-0.135137771,0.010405364
TMEM106B,-0.13523435,0.075028311
GGA1,-0.135399315,0.046606002
ZMYND8,-0.135535019,0.119068073
TNIP1,-0.135591462,0.013360885
ASAP2,-0.135769969,0.287387033
NCSTN,-0.135842582,0.000642899
NOTCH2,-0.135850695,0.017598867
MRPL23,-0.135977015,0.108331606
ELP3,-0.13607146,0.003452212
PCOLCE,-0.136105775,0.413034872
PCBP2,-0.136117372,0.003764456
GRAMD1C,-0.136215691,0.010615363
NAA10,-0.136247786,0.007401279
PSMA1,-0.136287047,0.002604797
ATP2A3,-0.136556435,0.209398296
SEPTIN9,-0.136882912,0.000269296
DCTN4,-0.136947765,0.004048074
PLCB3,-0.136994182,0.000192426
KANK2,-0.137018813,0.010625628
AAK1,-0.137020754,0.024786806
STAT1,-0.137113905,0.004348271
STAT5B,-0.137132187,0.025948552
CPD,-0.13719428,0.020431956
STUB1,-0.137294565,0.00727355
PKN1,-0.137365672,0.033236874
CYBB,-0.137524606,0.178084304
TRAP1,-0.137841481,0.008896845
MYO1G,-0.138011416,0.006398619
ITGAX,-0.138313353,0.180888594
SEC16A,-0.138340233,0.005481906
TNS3,-0.138346023,0.350425429
CRIP2,-0.138517133,0.000808825
STK10,-0.138648982,0.19823572
SEPTIN2,-0.138796385,0.003960033
PPP2R3A,-0.138864549,0.115211093
RND3,-0.139007827,0.095447673
GPRC5C,-0.139024301,0.046080909
SHPRH,-0.139112064,0.11449896
GSDME,-0.139300545,0.241244909
SH3GLB1,-0.139351401,0.000660578
YAP1,-0.139384699,0.1546886
HNRNPH2,-0.13939175,0.009243597
RNASE7,-0.139529951,0.001543215
ATP5F1A,-0.139612662,0.196643138
FGD5,-0.139624394,0.070714689
GAPDH,-0.139636315,0.000364064
WDR26,-0.139722776,0.000388693
EEFSEC,-0.139982294,0.003211108
GOPC,-0.140002763,0.016660838
POLR2L,-0.140030752,0.009842081
RIPK4,-0.140107534,0.010382683
PPWD1,-0.140172205,0.007692149
LARP4B,-0.140427689,0.043012129
PUF60,-0.140430145,0.002611234
RDX,-0.140472196,0.009583415
SLIRP,-0.140788162,0.033107237
SLC35A4,-0.140803537,0.001751494
PTPN12,-0.140923198,0.004332417
RPS6KB1,-0.141114979,0.358812663
SEPHS2,-0.141139724,0.161297795
TUBB6,-0.141408297,0.28816624
GPSM2,-0.141582916,0.030945472
MAP2K2,-0.141700141,0.034362235
PPP2R5E,-0.141722659,0.001208764
ANXA1,-0.141807768,0.001702143
NOP16,-0.141829379,0.052878114
FBXO11,-0.142024596,0.17110631
ABCF1,-0.14205597,0.237223366
C15orf40,-0.142119993,0.060952432
RPRD1B,-0.142189518,0.029979439
AP1M1,-0.142224134,0.004293404
PDGFRA,-0.142258098,0.032749485
NUDT8,-0.142273793,0.032749485
LMBRD2,-0.142547479,0.054212711
FAM114A2,-0.142869481,0.009621452
GOLGA3,-0.14290264,0.000629012
SPON1,-0.143445445,0.021319904
KIAA1217,-0.143450861,0.139898726
LIPA,-0.143557354,0.028247475
ITGA2,-0.143558303,0.005749379
STK38,-0.143575629,0.005178199
VPS18,-0.143579543,0.011234687
LSR,-0.14384581,0.058182086
KTI12,-0.143947698,0.06540159
HTT,-0.14401815,0.007956598
VPS35,-0.144108004,0.000785964
BSPRY,-0.144276685,0.004732497
TMED5,-0.14438026,0.004149039
RSU1,-0.144758145,0.123786089
PACS2,-0.144889129,0.04578001
PSMA3,-0.144906072,0.000682334
SNRK,-0.145177547,0.213231946
ANO6,-0.145187815,0.005838902
BCAR1,-0.145235478,0.019104242
MYH9,-0.145269554,0.00066657
SLC29A1,-0.145483657,0.025169215
BABAM2,-0.145588019,0.090864611
SORL1,-0.145627529,0.169895418
ANAPC4,-0.145655799,0.095465233
MYH10,-0.145698246,0.000799572
EIF4A2,-0.145750705,0.040528574
CROT,-0.145781998,0.119436676
PTPN6,-0.145783134,0.002446241
CXADR,-0.145875789,0.02757383
TRAPPC1,-0.145949764,0.038174097
ZFYVE26,-0.145958473,0.21238248
STK3,-0.146055101,0.080960166
STAT2,-0.146131917,0.110383541
ANXA2,-0.146209238,0.003535097
FCGRT,-0.146410314,0.026979008
RAB27A,-0.146423839,0.080322185
SMG9,-0.146443237,0.371441602
ELP6,-0.146522594,0.05441185
CYP2C18,-0.146632233,0.035594852
CAB39,-0.147340637,0.024423485
NCF1;NCF1B,-0.147405155,0.12567884
ZBTB4,-0.147520662,0.293987173
ELAVL1,-0.147564154,0.000377195
GAN,-0.147574572,0.012485045
ARFGEF3,-0.147649474,0.369062532
UBE2J1,-0.147669066,0.149646817
CWC27,-0.147747071,0.012863339
PHKA2,-0.147932849,0.010529436
MRPL20,-0.147951264,0.071141755
MAOB,-0.147953126,0.006000678
ZFP91,-0.148039393,0.231608915
BAG1,-0.148064729,0.047386619
CAPNS1,-0.148075473,0.00322012
GGT6,-0.148235772,0.172611439
HRG,-0.148242575,0.031242902
RNF39,-0.148388772,0.044578959
ZBTB40,-0.14843342,0.013742722
UBE4A,-0.148439541,0.002505354
LGALS8,-0.148500144,5.21E-05
STX12,-0.148508836,0.009824211
TRAPPC2L,-0.148573781,0.053478178
P2RX7,-0.148696921,0.062627918
NUDT16,-0.148918592,0.000326348
FLNA,-0.149029599,0.000516496
CLTC,-0.149056702,0.302527111
CRNN,-0.149106437,0.077808113
HEATR3,-0.149121813,0.068464522
MED18,-0.149167863,0.263067633
ATP2B1,-0.149185349,0.007491775
CHAMP1,-0.149410484,0.401377904
IFIH1,-0.149472694,0.078704173
PAXX,-0.149490382,0.019738599
NPLOC4,-0.149516185,0.005111295
TBCC,-0.149529776,0.007015768
TNXB,-0.149541641,0.002519393
ACTR2,-0.149569115,0.006182308
KLHL22,-0.149607512,0.027310639
DCUN1D3,-0.14972823,0.021222394
RABL3,-0.149794861,0.062397005
QSOX1,-0.149839157,0.043277403
PRAF2,-0.149882278,0.075746518
MTX3,-0.149972799,0.017419479
STRIP1,-0.150346917,0.003340626
FAM186A,-0.15035613,0.24566778
ATP6V1F,-0.150531155,0.029820536
MRPL39,-0.150696773,0.011490904
MRPL24,-0.150970757,0.012459768
ATP6AP1,-0.151050716,0.0152654
SNX2,-0.151180082,0.000881241
PRPF31,-0.151226172,0.447622461
SUSD2,-0.151227456,0.009646521
HRAS,-0.151323697,0.011994554
DSCC1,-0.151392713,0.023395818
SPART,-0.151501711,0.004874872
PEX5,-0.15179095,0.268662938
CSPG4,-0.151936905,0.005749379
DTNA;DTNB,-0.152019306,0.027737612
TMOD1,-0.152080381,0.016524903
TOLLIP,-0.152126656,0.008920646
VPS26B,-0.15214427,0.00489818
MRPS18A,-0.152378374,0.001739757
LANCL1,-0.152931265,0.001056764
SORBS2,-0.153016874,0.009785755
NFATC2,-0.153179927,0.019525395
GTF2A2,-0.153221493,0.158529931
DAG1,-0.15327347,0.014020113
SYF2,-0.153276687,0.066456708
LRATD1,-0.15371245,0.047363866
COG6,-0.153737881,0.024618406
MRPS11,-0.153743869,0.026660813
FER,-0.153790465,0.007497627
TADA1,-0.153862138,0.018176377
HNRNPD,-0.153897119,0.000642899
RDH13,-0.153902202,0.003082871
SET,-0.154104347,0.025462673
BICD2,-0.154157109,0.002505297
IGF2R,-0.154220152,0.009475923
EIF5,-0.154240087,0.017462091
BIRC6,-0.15424206,0.002190444
NAPG,-0.154248374,0.022117558
STAT3,-0.154302856,0.011985042
TMEM245,-0.154365238,0.020772653
LRBA,-0.154537889,0.002484658
PTP4A1,-0.154707996,0.163275963
SYNJ1,-0.154831106,0.110785402
ZNF326,-0.154880265,0.009482404
MYH11,-0.154965536,0.025046816
MNT,-0.155043342,0.312573312
IPPK,-0.155060404,0.025107668
HADH,-0.155264595,0.000442381
PIP4K2C,-0.155306162,0.006946664
MRPL53,-0.155307238,0.017629492
CCDC25,-0.155437987,0.051590267
PPP1R12A,-0.155631414,0.001671755
CFLAR,-0.155782735,0.073315221
PLEKHF2,-0.155796118,0.019866548
DDX59,-0.155895869,0.00325181
PIGQ,-0.155976948,0.085239722
ACTR5,-0.156352429,0.253855574
GPKOW,-0.156515663,0.132783161
MYCT1,-0.156526039,0.021578489
KHSRP,-0.156633223,0.014180499
TOMM40,-0.156987344,0.163275963
COQ9,-0.156987359,0.028345975
MANF,-0.157005803,0.024062199
CCDC43,-0.157209271,0.061192883
TRAF2,-0.157296588,0.001046284
RBPMS,-0.157422118,0.027551511
EEF1G,-0.157445557,0.00163049
GNG12,-0.157519354,0.002505347
CGNL1,-0.157623381,0.034322814
CDC27,-0.157771701,0.025628238
TINAGL1,-0.157789429,0.10154563
DCTN3,-0.157792888,0.003448494
MAPKAPK2,-0.157869822,0.00428364
UTP3,-0.158034643,0.071255227
SLC52A2,-0.158125967,0.003900739
POR,-0.15819005,0.000117661
SMAD1,-0.15832307,0.027156879
L2HGDH,-0.158633055,0.025083581
PDIA6,-0.158671463,0.001401967
STAT5A,-0.15884631,0.026740322
MRPS27,-0.158928607,0.018366229
SIRT3,-0.158992494,0.003321055
RAB30,-0.159006169,0.004559739
PAPLN,-0.159017708,0.051831316
ZCCHC7,-0.159062028,0.017322717
SUV39H2,-0.159068858,0.010694484
PPP4R3B,-0.159075156,0.040494032
PROSER1,-0.15918726,0.010159341
ALG9,-0.159316523,0.011628417
DNAJB4,-0.159374724,0.200898696
FIS1,-0.159447848,0.029240474
AEBP1,-0.159506031,0.006966372
MRPL45,-0.159764869,0.000718058
RAB14,-0.159783648,0.002746347
ACAA1,-0.159812435,0.02201501
AQP3,-0.159901905,0.055035198
BPIFC,-0.159963072,0.000685295
MAP1LC3B;MAP1LC3B2,-0.159976381,0.062377025
REPS1,-0.16007217,0.005134684
JUN,-0.160126881,0.027486274
PLEKHO2,-0.160168227,0.054819596
ANGPTL5,-0.160579072,0.0392076
HPS4,-0.160671583,0.069038347
HNRNPH3,-0.16069714,0.0867447
ATG5,-0.16073345,0.017914744
NCDN,-0.160753369,0.228060695
DHRS4,-0.160799589,0.004134495
RNF31,-0.160829645,0.008675253
STRN4,-0.160869815,0.001514197
AZI2,-0.161070692,0.161099101
TACC1,-0.161218605,0.059570283
APPL2,-0.161453391,0.002645946
ITCH,-0.161598527,0.132736769
ACIN1,-0.1617101,0.001091629
PDCD4,-0.162008709,0.004037607
PARP14,-0.162155757,0.002302134
DCLK2,-0.162173012,0.079430306
SEMA4C,-0.162271332,0.042675314
FCGR1A;FCGR1B,-0.162459188,0.18043453
ALKBH4,-0.16246224,0.012223398
EIF4H,-0.16250081,0.003377807
CA12,-0.162575553,0.001130758
NIPSNAP2,-0.162577142,0.145791691
TAB2,-0.16259336,0.01213992
ALKBH3,-0.162748884,0.04544188
TMEM219,-0.162749401,0.018833822
CACNA1A,-0.162817317,0.109709754
UBR4,-0.162850134,0.000799517
WDR81,-0.163015376,0.002012796
THBS2,-0.163079042,0.027619922
PLB1,-0.163106791,0.112360479
ATP6V1C2,-0.163297352,0.153095146
HLA-B,-0.163374179,0.000368324
MRPL43,-0.163378556,0.168105881
RFXANK,-0.163435858,0.011145868
TUBA4A,-0.163436569,0.011996997
EPS8L1,-0.163511996,0.044179206
PLG,-0.163667172,0.060001227
RAP2C,-0.163780322,0.079811226
RIPK1,-0.163820486,0.005526128
KPNA3,-0.163971748,0.005169168
ELMO2,-0.164099582,0.169981022
PRPF18,-0.164115279,0.007364645
MRPS16,-0.164370217,0.000805593
NPM1,-0.164429129,0.006899982
SCAMP3,-0.164581775,0.000359146
RAB12,-0.164604575,0.00821568
TIMM8B,-0.164642589,0.017987565
HOOK3,-0.164705268,0.056272484
EYA3,-0.164732776,0.006946664
YLPM1,-0.16480913,0.085525245
USP9X,-0.164930663,0.001536279
STRN,-0.165304367,0.001005102
PAIP1,-0.165346646,0.008930807
KLC3,-0.165353978,0.003133471
PI4KB,-0.165788665,0.004035321
TFE3,-0.16581686,0.036592883
GDE1,-0.16584762,0.061341841
PRXL2B,-0.16590855,0.084911004
CLUH,-0.16596211,0.003013512
OSBP,-0.166108425,0.02515606
ADAMTSL4,-0.166116693,0.257356656
UQCC1,-0.166158602,0.06488775
POLR3A,-0.166301285,0.006934409
GTF2H2;GTF2H2C_2,-0.166371694,0.036339899
SLC4A1AP,-0.166493065,0.000922023
PHKA1,-0.166864004,0.057872959
ZNF451,-0.166902748,0.015329297
UBE2Q1,-0.166984804,0.062363299
HLA-DPB1,-0.166985766,0.297371093
ATP1B3,-0.167090654,0.008649058
ASCC1,-0.167099102,0.20860141
NCS1,-0.167127793,0.018331379
PDLIM2,-0.167173034,0.004212135
MIER1,-0.167257033,0.12431552
ZNF830,-0.167484961,0.053944217
ZNF407,-0.167496268,0.004400964
LRRK1,-0.167767091,0.232512177
PCYOX1,-0.167775759,0.000211011
PRPF19,-0.167826045,0.067598566
MTDH,-0.16793673,0.088953263
UGGT2,-0.167994018,0.138483294
NOS1,-0.168171956,0.06528246
RAB10,-0.16819998,0.000193612
COQ8A,-0.168272394,0.02552779
DMD,-0.168337007,0.018366229
PYM1,-0.168411496,0.093000102
UBXN6,-0.168419063,0.000147176
FILIP1L,-0.168504449,0.043573535
ZGPAT,-0.168567329,0.002294015
MRPL46,-0.168594846,0.0018092
HARS2,-0.168610712,0.018872883
ENY2,-0.168618546,0.04434193
SCAMP1,-0.168791917,0.003263516
CNOT6L,-0.168796513,0.004992943
PSMA7,-0.168919267,0.003517069
ADA2,-0.168937446,0.034984045
ARHGEF10L,-0.169206428,0.000946435
TRAFD1,-0.169282186,0.037732054
