Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
O55234,Psmb5,Proteasome subunit beta type-5,-0.1177061345,21.8201209,0.1461363407,0.2794528092,Not_sig
O70133,Dhx9,ATP-dependent RNA helicase A,-0.2666325594,21.67329059,0.01284987081,0.05740409575,Not_sig
O70152,Dpm1,Dolichol-phosphate mannosyltransferase subunit 1,-0.07435508503,20.93426003,0.3865773175,0.5342120657,Not_sig
O70161,Pip5k1c,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,0.4410079939,19.56974568,0.03663354258,0.1140770903,Not_sig
O70172,Pip4k2a,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,0.2109659384,21.94636975,0.0220401966,0.08279146541,Not_sig
O70194,Eif3d,Eukaryotic translation initiation factor 3 subunit D,-0.1901806329,21.47519692,0.129785991,0.2580239042,Not_sig
O70209,Pdlim3,PDZ and LIM domain protein 3,0.9319512875,21.28451084,0.02292315647,0.08504156599,Not_sig
O70228,Atp9a,Probable phospholipid-transporting ATPase IIA,-0.1254435994,19.73472734,0.4075120142,0.551282837,Not_sig
O70250,Pgam2,Phosphoglycerate mutase 2,0.2472148679,27.08858284,0.04012029093,0.1214080437,Not_sig
O70251,Eef1b,Elongation factor 1-beta,-0.8157067519,23.92827862,0.0002906895851,0.007035423883,Down
O70252,Hmox2,Heme oxygenase 2,-0.143087484,22.29858055,0.05737764663,0.1532207547,Not_sig
O70258,Sgce,Epsilon-sarcoglycan,0.3546709071,22.2688464,0.01146809429,0.05335035594,Not_sig
O70305,Atxn2,Ataxin-2,-0.5801576082,18.55439145,0.0479103691,0.1369276917,Not_sig
O70309,Itgb5,Integrin beta-5,0.6047559703,19.14647705,0.002726118965,0.02227495496,Up
O70310,Nmt1,Glycylpeptide N-tetradecanoyltransferase 1,-0.1763864217,20.11260148,0.1937789797,0.338206672,Not_sig
O70318,Epb41l2,Band 4.1-like protein 2,0.02936332994,25.91575401,0.8047734728,0.8763479066,Not_sig
O70325,Gpx4,Phospholipid hydroperoxide glutathione peroxidase,0.2540079655,23.09520331,0.008697301422,0.0451268394,Not_sig
O70362,Gpld1,Phosphatidylinositol-glycan-specific phospholipase D,0.2265906883,20.24519186,0.2736658313,0.4236878226,Not_sig
O70373,Xirp1,Xin actin-binding repeat-containing protein 1,0.9044839614,18.42131993,0.2904996165,0.4389057818,Not_sig
O70378,Emc8,ER membrane protein complex subunit 8,0.2176366127,19.73512715,0.3662003544,0.5136382785,Not_sig
O70400,Pdlim1,PDZ and LIM domain protein 1,0.01602661373,19.41999062,0.9441973426,0.9694589612,Not_sig
O70423,Aoc3,Membrane primary amine oxidase,0.400152188,21.06239228,0.0267764654,0.09342445592,Not_sig
O70435,Psma3,Proteasome subunit alpha type-3,-0.2896024293,22.9118879,0.01439548481,0.06130103999,Not_sig
O70439,Stx7,Syntaxin-7,-0.1786990416,22.74303856,0.02108809842,0.0804799285,Not_sig
O70443,Gnaz,Guanine nucleotide-binding protein G(z) subunit alpha,0.3342723113,21.1008077,0.007565961256,0.04156930437,Not_sig
O70481,Ubr1,E3 ubiquitin-protein ligase UBR1,0.3179277359,18.15222432,0.04305261862,0.1264464006,Not_sig
O70492,Snx3,Sorting nexin-3,-0.515118894,22.7314522,0.00571907316,0.03444052876,Not_sig
O70493,Snx12,Sorting nexin-12,-0.1318414253,22.04541367,0.1126389436,0.2362887974,Not_sig
O70503,Hsd17b12,Very-long-chain 3-oxoacyl-CoA reductase,0.1039233461,23.84113404,0.3895121904,0.5368585439,Not_sig
O70548,Tcap,Telethonin,1.034282015,21.56395169,0.04715541327,0.1353771024,Not_sig
O70566,Diaph2,Protein diaphanous homolog 2,0.236192617,19.18840974,0.1415243435,0.2742975619,Not_sig
O70571,Pdk4,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",-0.7778532805,18.23231673,0.08950455691,0.2029862651,Not_sig
O70579,Slc25a17,Peroxisomal membrane protein PMP34,0.7098386194,18.45908031,0.004504170825,0.0300068802,Up
O70589,Cask,Peripheral plasma membrane protein CASK,0.4722990712,20.42802182,0.0002829226883,0.006891059618,Not_sig
O70591,Pfdn2,Prefoldin subunit 2,-0.08635088593,22.31793157,0.176981077,0.3175061819,Not_sig
O70622,Rtn2,Reticulon-2,1.003675494,22.05869568,0.04965231511,0.1395080477,Not_sig
O70624,Myoc,Myocilin,1.207312592,18.86629899,0.0002559776709,0.006439859298,Up
O88207,Col5a1,Collagen alpha-1(V) chain,0.130244386,20.64354142,0.6979541387,0.8048783553,Not_sig
O88307,Sorl1,Sortilin-related receptor,-0.7555121672,18.86021255,0.01923564095,0.07475314126,Not_sig
O88322,Nid2,Nidogen-2,0.06089627026,24.86693907,0.583568747,0.7103069575,Not_sig
O88327,Ctnnal1,Alpha-catulin,0.4420791289,20.26923146,0.0009698089206,0.01261411331,Not_sig
O88342,Wdr1,WD repeat-containing protein 1,-0.04397082215,24.88767185,0.5042502377,0.6408284842,Not_sig
O88343,Slc4a4,Electrogenic sodium bicarbonate cotransporter 1,-0.07060791139,20.93124323,0.8261406259,0.8906369587,Not_sig
O88384,Vti1b,Vesicle transport through interaction with t-SNAREs homolog 1B,-0.3197468424,21.03035912,0.005623462972,0.03430492681,Not_sig
O88398,Avil,Advillin,0.03309791716,23.40297337,0.7673210883,0.8487809783,Not_sig
O88428,Papss2,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,-0.05951960427,19.27748755,0.7237864888,0.8230031321,Not_sig
O88441,Mtx2,Metaxin-2,0.2011193463,19.81751457,0.2236685102,0.3724816463,Not_sig
O88447,Klc1,Kinesin light chain 1,0.0345328363,22.92106242,0.7263888641,0.8241329124,Not_sig
O88448,Klc2,Kinesin light chain 2,0.2424226754,21.52944834,0.06546178625,0.1667727319,Not_sig
O88455,Dhcr7,7-dehydrocholesterol reductase,-0.07938785357,21.17988372,0.5301594799,0.6623096541,Not_sig
O88456,Capns1,Calpain small subunit 1,0.1274000709,18.53680519,0.4540981734,0.595089587,Not_sig
O88485,Dync1i1,Cytoplasmic dynein 1 intermediate chain 1,0.05546323833,21.51468927,0.7078661903,0.8123890492,Not_sig
O88487,Dync1i2,Cytoplasmic dynein 1 intermediate chain 2,-0.08274341061,22.08097242,0.3229210593,0.4707777853,Not_sig
O88492,Plin4,Perilipin-4,1.263908406,20.35512436,0.0002034949632,0.005669113578,Up
O88522,Ikbkg,NF-kappa-B essential modulator,-0.4777280759,19.01184643,0.06161332362,0.1605270882,Not_sig
O88531,Ppt1,Palmitoyl-protein thioesterase 1,0.001509256265,21.913716,0.9844592601,0.991198581,Not_sig
O88532,Zfr,Zinc finger RNA-binding protein,-0.1689001817,17.87612095,0.5840859026,0.7103069575,Not_sig
O88533,Ddc,Aromatic-L-amino-acid decarboxylase,0.9859165494,19.50277658,0.0005438177499,0.009539261815,Up
O88543,Cops3,COP9 signalosome complex subunit 3,0.05978731536,20.3737648,0.683422112,0.7912219668,Not_sig
O88544,Cops4,COP9 signalosome complex subunit 4,0.1853764739,22.50148088,0.01424475409,0.06094486177,Not_sig
O88545,Cops6,COP9 signalosome complex subunit 6,0.141791851,21.56021984,0.01872561539,0.07366949924,Not_sig
O88569,Hnrnpa2b1,Heterogeneous nuclear ribonucleoproteins A2/B1,-0.6137095522,25.67222915,0.0001009730713,0.004064431837,Down
O88587,Comt,Catechol O-methyltransferase,0.09522951393,21.05480244,0.2804451209,0.429209597,Not_sig
O88593,Pglyrp1,Peptidoglycan recognition protein 1,-4.683224237,19.6418079,0.0001683774469,0.005321283942,Down
O88643,Pak1,Serine/threonine-protein kinase PAK 1,0.06663314677,21.86187583,0.6648906105,0.7770604201,Not_sig
O88653,Lamtor3,Ragulator complex protein LAMTOR3,-0.5631145036,21.85694516,0.001162924333,0.01411753222,Not_sig
O88685,Psmc3,26S proteasome regulatory subunit 6A,-0.2511975944,22.47408765,0.01022533817,0.04987460863,Not_sig
O88696,Clpp,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",0.1523994276,20.59263557,0.1965496541,0.3412730584,Not_sig
O88712,Ctbp1,C-terminal-binding protein 1,0.08906133647,21.17611431,0.1827341537,0.3244082655,Not_sig
O88736,Hsd17b7,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,0.2123478548,21.2024562,0.02927957896,0.09952454217,Not_sig
O88738,Birc6,Baculoviral IAP repeat-containing protein 6,-0.1343598861,19.64603057,0.1694590588,0.3076977401,Not_sig
O88741,Gdap1,Ganglioside-induced differentiation-associated protein 1,0.1461857,20.83128977,0.2554927139,0.4064077113,Not_sig
O88746,Tom1,Target of Myb protein 1,-0.547025716,21.14139397,0.0009090824482,0.01231833313,Not_sig
O88811,Stam2,Signal transducing adapter molecule 2,0.2902278311,19.7320904,0.2431319156,0.3932895285,Not_sig
O88844,Idh1,Isocitrate dehydrogenase [NADP] cytoplasmic,-0.08155458766,23.68800887,0.2578558071,0.4094853017,Not_sig
O88851,Rbbp9,Putative hydrolase RBBP9,0.1440159291,21.9862054,0.1055374226,0.2255869781,Not_sig
O88935,Syn1,Synapsin-1,0.3283010483,21.52390321,0.272741227,0.4234520714,Not_sig
O88952,Lin7c,Protein lin-7 homolog C,-0.02085861437,22.37121588,0.8743955869,0.9201124723,Not_sig
O88958,Gnpda1,Glucosamine-6-phosphate isomerase 1,-0.1766387138,21.56083721,0.1279262015,0.255852403,Not_sig
O88967,Yme1l1,ATP-dependent zinc metalloprotease YME1L1,-0.1078641773,19.0965461,0.747413648,0.8368935536,Not_sig
O88983,Stx8,Syntaxin-8,-0.3030635168,20.06619157,0.03106836452,0.1032193101,Not_sig
O88986,Gcat,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",-0.08495826945,20.4213769,0.5855002046,0.7114562384,Not_sig
O88990,Actn3,Alpha-actinin-3,1.007032184,25.07884967,0.02248490656,0.08388515384,Not_sig
O89001,Cpd,Carboxypeptidase D,-0.1940050263,20.08053932,0.09236131386,0.2066193232,Not_sig
O89017,Lgmn,Legumain,-0.5439910767,21.38761738,0.000491499839,0.009117726974,Not_sig
O89020,Afm,Afamin,0.5135690841,21.86892852,0.0006936434167,0.01051296949,Not_sig
O89023,Tpp1,Tripeptidyl-peptidase 1,-0.9386905256,18.55918882,0.1221483137,0.248719463,Not_sig
O89032,Sh3pxd2a,SH3 and PX domain-containing protein 2A,-0.195193607,18.96423307,0.2992671403,0.4482559908,Not_sig
O89051,Itm2b,Integral membrane protein 2B,0.1568365696,19.80074103,0.1555996928,0.2896851145,Not_sig
O89053,Coro1a,Coronin-1A,-0.9454000072,22.53239097,0.0002171201312,0.005882589291,Down
O89079,Cope,Coatomer subunit epsilon,-0.1859125107,21.61858011,0.01413141571,0.06073023018,Not_sig
O89086,Rbm3,RNA-binding protein 3,-0.6193746074,21.07575828,0.002041057472,0.01889831422,Down
O89104,Sypl2,Synaptophysin-like protein 2,1.786094875,21.04437538,0.003385843517,0.02594682487,Up
O89106,Fhit,Bis(5'-adenosyl)-triphosphatase,-0.2382469108,19.28704229,0.3138158065,0.4628739341,Not_sig
O89112,Lancl1,Glutathione S-transferase LANCL1,0.3853958902,22.29173906,0.0005210631305,0.009367544195,Not_sig
O89114,Dnajb5,DnaJ homolog subfamily B member 5,1.626105534,17.33614432,0.01276195739,0.05721186992,Not_sig
P00329,Adh1,Alcohol dehydrogenase 1,0.4376625727,21.09577599,0.04878125065,0.1381817134,Not_sig
P00405,Mtco2,Cytochrome c oxidase subunit 2,0.1312443181,25.12438537,0.4169962325,0.5598994357,Not_sig
P00493,Hprt1,Hypoxanthine-guanine phosphoribosyltransferase,0.1327731666,23.5233487,0.1188848279,0.2446800764,Not_sig
P00920,Ca2,Carbonic anhydrase 2,-0.5741211544,24.48318647,0.03239089802,0.1058656359,Not_sig
P01027,C3,Complement C3,0.574009285,24.19112286,0.0004613215558,0.008776585221,Not_sig
P01029,C4b,Complement C4-B,0.1737027299,20.93195827,0.2699619957,0.4205029212,Not_sig
P01592,Jchain,Immunoglobulin J chain,0.08480611017,18.60198467,0.8594764086,0.9104259797,Not_sig
P01831,Thy1,Thy-1 membrane glycoprotein,0.1927628691,23.13636129,0.1229707187,0.2495966181,Not_sig
P01837,Igkc,Immunoglobulin kappa constant,0.33106502,22.17543087,0.07113182219,0.175829404,Not_sig
P01864,NA,Ig gamma-2A chain C region secreted form,-0.02438340656,21.18834957,0.9337186048,0.9630332683,Not_sig
P01867,Igh-3,Ig gamma-2B chain C region,0.5188007996,23.09435578,0.001865501976,0.01781087654,Not_sig
P01868;P01869,Ighg1,Ig gamma-1 chain C region secreted form,0.349843234,21.77189781,0.260098981,0.4115095173,Not_sig
P01872,Ighm,Immunoglobulin heavy constant mu,-0.008312827244,21.59466286,0.9736195951,0.9843394515,Not_sig
P01878,NA,Ig gamma-2A chain C region secreted form,0.7585001158,20.40804223,0.005838370471,0.03467638204,Up
P01898,H2-Q10,"H-2 class I histocompatibility antigen, Q10 alpha chain",0.6372500042,20.12194602,0.01196557145,0.05486148502,Not_sig
P01901,H2-K1,"H-2 class I histocompatibility antigen, K-B alpha chain",-0.5552932739,19.49690213,0.02155859299,0.08170471713,Not_sig
P01942,Hba,Hemoglobin subunit alpha,-0.8862682092,30.61077015,0.001015592178,0.01294541496,Down
P02088,Hbb-b1,Hemoglobin subunit beta-1,-0.6279941754,28.6936611,0.04027724262,0.1216589066,Not_sig
P02089,Hbb-b2,Hemoglobin subunit beta-2,0.2449034078,20.90641005,0.8529281313,0.9075117346,Not_sig
P02104,Hbb-y,Hemoglobin subunit epsilon-Y2,-0.2670617784,23.97653388,0.4870440768,0.6254051543,Not_sig
P02468,Lamc1,Laminin subunit gamma-1,0.1925420107,25.63398608,0.3119171844,0.4614801625,Not_sig
P02469,Lamb1,Laminin subunit beta-1,0.2041485598,25.37532909,0.298471873,0.4475907617,Not_sig
P02535,Krt10,"Keratin, type I cytoskeletal 10",-0.1939581684,22.99787316,0.8337835513,0.8946095118,Not_sig
P03888,Mtnd1,NADH-ubiquinone oxidoreductase chain 1,-0.04635474039,21.55702642,0.8799894607,0.9226980252,Not_sig
P03911,Mtnd4,NADH-ubiquinone oxidoreductase chain 4,0.4828198369,21.6127442,0.003522253092,0.02636667102,Not_sig
P03921,Mtnd5,NADH-ubiquinone oxidoreductase chain 5,0.8194636991,20.17021257,0.01434883918,0.06117052512,Not_sig
P03930,Mtatp8,ATP synthase protein 8,0.3225890081,22.73354346,0.03470950383,0.1103235518,Not_sig
P03953,Cfd,Complement factor D,0.2770803874,21.29537896,0.05197835738,0.1436165019,Not_sig
P03958,Ada,Adenosine deaminase,-3.624841086,17.98586226,0.0001480359662,0.005009641901,Down
P03975,Iap,IgE-binding protein,-2.824690086,16.52938649,0.0162826917,0.06673634839,Not_sig
P03987,NA,Ig gamma-2A chain C region secreted form,1.993856043,20.50397005,0.00004883978897,0.002787512731,Up
P03995,Gfap,Glial fibrillary acidic protein,0.5526073426,20.02797854,0.5525157315,0.6850908422,Not_sig
P04117,Fabp4,"Fatty acid-binding protein, adipocyte",0.3040869828,25.47884369,0.1308606705,0.2598189013,Not_sig
P04186,Cfb,Complement factor B,0.07225013924,21.93145173,0.4512049223,0.5931274056,Not_sig
P04247,Mb,Myoglobin,0.3414966544,24.21359059,0.06380432091,0.163860123,Not_sig
P04370,Mbp,Myelin basic protein,0.01447873948,29.04332665,0.9394446862,0.9664737909,Not_sig
P04627,Araf,Serine/threonine-protein kinase A-Raf,-0.0203302897,20.53621729,0.8784892178,0.9217962417,Not_sig
P04919,Slc4a1,Band 3 anion transport protein,-0.6340658697,24.05126627,0.02194170769,0.08258375021,Not_sig
P04925,Prnp,Major prion protein,0.03308035441,22.27999037,0.828566669,0.8915134896,Not_sig
P05063,Aldoc,Fructose-bisphosphate aldolase C,0.009202387606,23.73976014,0.9612549396,0.9763969845,Not_sig
P05064,Aldoa,Fructose-bisphosphate aldolase A,0.03162726906,28.28141888,0.7810624966,0.8587645161,Not_sig
P05132,Prkaca,cAMP-dependent protein kinase catalytic subunit alpha,0.038270486,20.01273127,0.8156088104,0.8832066766,Not_sig
P05201,Got1,"Aspartate aminotransferase, cytoplasmic",0.2155489444,25.56807821,0.04867197554,0.1381715742,Not_sig
P05202,Got2,"Aspartate aminotransferase, mitochondrial",-0.1578719098,25.71278443,0.06647886743,0.1679096361,Not_sig
P05367,Saa2,Serum amyloid A-2 protein,0,15.11704145,1,1,Not_sig
P05480,Src,Neuronal proto-oncogene tyrosine-protein kinase Src,0.1366036429,19.59471215,0.4443483395,0.5867362052,Not_sig
P05555,Itgam,Integrin alpha-M,-2.400442722,18.72059404,0.00003499893279,0.002362783269,Down
P05622,Pdgfrb,Platelet-derived growth factor receptor beta,0.3500659112,19.7894846,0.003744194243,0.02711704315,Not_sig
P05977,Myl1,"Myosin light chain 1/3, skeletal muscle isoform",0.7314394252,28.2983248,0.06463939788,0.1652410375,Not_sig
P06151,Ldha,L-lactate dehydrogenase A chain,0.2645451343,26.47138919,0.0462341786,0.1336822655,Not_sig
P06683,C9,Complement component C9,-0.6213852602,19.64574396,0.1101148527,0.2327690418,Not_sig
P06684,C5,Complement C5,0.3966330735,19.60723833,0.06225714889,0.1614042965,Not_sig
P06728,Apoa4,Apolipoprotein A-IV,-0.04971983932,23.39346856,0.655078512,0.770251094,Not_sig
P06745,Gpi,Glucose-6-phosphate isomerase,0.1927831077,25.43665154,0.09728505513,0.2133131025,Not_sig
P06797,Ctsl,Procathepsin L,-0.5309787021,22.02859038,0.001267351759,0.01464155023,Not_sig
P06800,Ptprc,Receptor-type tyrosine-protein phosphatase C,-2.047862847,18.95088675,0.0003633546973,0.007854422979,Down
P06801,Me1,NADP-dependent malic enzyme,0.03984463213,23.26835875,0.6769459801,0.7861042903,Not_sig
P06802,Enpp1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,0.2053658249,20.2649314,0.1057812954,0.2258557641,Not_sig
P06909,Cfh,Complement factor H,-0.1562181849,23.00416535,0.1091202885,0.2313059774,Not_sig
P07091,S100a4,Protein S100-A4,-0.1876637187,24.14430063,0.06731851519,0.169337712,Not_sig
P07214,Sparc,SPARC,-0.1808059069,23.25071331,0.05988027449,0.1580716357,Not_sig
P07309,Ttr,Transthyretin,0.4675739397,25.18248158,0.01480202909,0.06261389297,Not_sig
P07310,Ckm,Creatine kinase M-type,0.3256790375,29.7012188,0.1815919945,0.3231306594,Not_sig
P07356,Anxa2,Annexin A2,-0.07684700506,26.69925343,0.5841828926,0.7103069575,Not_sig
P07724,Alb,Albumin,0.5806907646,30.66898536,0.001243617524,0.0144987604,Not_sig
P07759,Serpina3k,Serine protease inhibitor A3K,-0.05585295816,26.66048908,0.7208508024,0.8208970347,Not_sig
P07901,Hsp90aa1,Heat shock protein HSP 90-alpha,-0.3224421504,25.52428628,0.001511923569,0.01605956698,Not_sig
P07934,Phkg1,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",1.09517035,19.50060907,0.01432337005,0.06113009719,Not_sig
P08003,Pdia4,Protein disulfide-isomerase A4,-0.469748953,23.06920454,0.0006515984535,0.0102293207,Not_sig
P08030,Aprt,Adenine phosphoribosyltransferase,-0.08866920762,20.87794409,0.3649957592,0.5125757558,Not_sig
P08032,Spta1,"Spectrin alpha chain, erythrocytic 1",-0.7794648705,22.09509052,0.00847587435,0.04469275846,Down
P08071,Ltf,Lactotransferrin,-4.335941357,21.56839924,0.00124822839,0.01450828378,Down
P08113,Hsp90b1,Endoplasmin,-0.4974724552,24.98288536,0.0006669810576,0.01032605492,Not_sig
P08121,Col3a1,Collagen alpha-1(III) chain,-0.7660130034,19.55631446,0.03448508036,0.1099841095,Not_sig
P08122,Col4a2,Collagen alpha-2(IV) chain,0.196292667,22.25697451,0.620156406,0.7392388081,Not_sig
P08207,S100a10,Protein S100-A10,-0.06170046463,26.13134832,0.4403746415,0.5828981063,Not_sig
P08226,Apoe,Apolipoprotein E,-0.2388552201,22.76102822,0.01319798671,0.05827840785,Not_sig
P08228,Sod1,Superoxide dismutase [Cu-Zn],-0.009044908611,24.68464005,0.8525264904,0.9074034686,Not_sig
P08249,Mdh2,"Malate dehydrogenase, mitochondrial",-0.2220401904,26.78364166,0.02712895159,0.0941389391,Not_sig
P08551,Nefl,Neurofilament light polypeptide,-0.2394701749,28.45917047,0.1857941733,0.3284682934,Not_sig
P08553,Nefm,Neurofilament medium polypeptide,-0.09640806971,29.53643106,0.4256221255,0.5686858867,Not_sig
P08556,Nras,GTPase NRas,0.5962267738,20.5245883,0.004486352942,0.02994033796,Up
P08607,C4bpa,C4b-binding protein,0.4211796535,21.18336769,0.1191229246,0.2447351083,Not_sig
P08752,Gnai2,Guanine nucleotide-binding protein G(i) subunit alpha-2,0.1543436847,23.36299986,0.1136913501,0.2373658948,Not_sig
P08905,Lyz2,Lysozyme C-2,-2.099480655,21.449824,0.0000001247069683,0.00009537588936,Down
P09055,Itgb1,Integrin beta-1,0.1272002418,23.53651046,0.1708355402,0.3097558586,Not_sig
P09103,P4hb,Protein disulfide-isomerase,-0.3601138216,24.59995061,0.007990362286,0.04303379652,Not_sig
P09242,Alpl,"Alkaline phosphatase, tissue-nonspecific isozyme",-0.1234579116,19.90433244,0.7210756118,0.8208970347,Not_sig
P09405,Ncl,Nucleolin,-0.6966870514,23.12262398,0.00003571928869,0.002362783269,Down
P09411,Pgk1,Phosphoglycerate kinase 1,0.1792527689,25.85669274,0.02376408418,0.08679451569,Not_sig
P09470,Ace,Angiotensin-converting enzyme,0.6073995159,20.79439177,0.0004491157549,0.008587093233,Up
P09528,Fth1,Ferritin heavy chain,0.298024975,22.16100056,0.00742037478,0.04112393212,Not_sig
P09542,Myl3,Myosin light chain 3,0.7289643908,23.0010977,0.3997786337,0.5452045275,Not_sig
P09671,Sod2,"Superoxide dismutase [Mn], mitochondrial",0.03720122329,23.79683223,0.7058577023,0.8108140143,Not_sig
P09803,Cdh1,Cadherin-1,0.1710164693,21.68066549,0.1543456903,0.2881923437,Not_sig
P0C0A3,Chmp6,Charged multivesicular body protein 6,0.1645711398,20.54672322,0.1597385053,0.2943242192,Not_sig
P0C605,Prkg1,cGMP-dependent protein kinase 1,0.114373481,20.26066049,0.3192480983,0.4672042587,Not_sig
