Genes,log2FC(S2/P1),q value
NDUFV1,-0.392341873,0.278712913
COMMD9,-0.606909929,0.279379521
ITGA7,-0.391691329,0.279655132
EXOSC7,1.814355396,0.282340623
EIF2B3,-0.177775152,0.282468797
CHMP3,0.29531099,0.283284814
STK24,0.20465986,0.28412336
PPP6R1,-0.212008342,0.284510923
CASP7,0.482934111,0.285481681
CTSL,-0.341832015,0.28662063
PECAM1,0.398291327,0.286948593
ZNF830,-0.600851943,0.286948593
IFI35,0.088426567,0.287145046
TRIM65,0.434362463,0.287351395
HYKK,0.79330269,0.290228348
DCAF11,0.573491795,0.290503845
TRAPPC8,-0.580540154,0.290790971
NTMT1,-0.986037228,0.291465396
FXYD1,-0.603230345,0.291490442
FAM114A2,0.211385021,0.292727347
RAB6A,-0.16057555,0.292829028
PALD1,0.173837827,0.292973575
S100A6,0.453158071,0.294957849
ME2,0.326356653,0.29580136
ARL8B,-0.314923327,0.297044926
RNASE2B,-0.483329366,0.297063138
UBTF,-0.732050551,0.29762804
ARF6,-0.483657212,0.297654464
SERPINB10,1.632131996,0.298190652
LORICRIN,-0.824709824,0.299116892
ADAMTSL4,-0.716425174,0.300303048
NAGA,0.586398565,0.302208016
PARVA,0.293798272,0.302309305
PYROXD1,1.666831654,0.303539152
SLC25A46,-1.003232417,0.3038379
NIP7,-1.157479865,0.304024525
UBL7,0.436076444,0.305110419
CTNNBIP1,1.140299814,0.305132988
TCEAL5,0.325353102,0.30559918
KCTD17,0.746145894,0.306205604
MYL4,0.724256692,0.306292953
CLIC6,0.311727472,0.308139247
MAOB,-0.307939907,0.308139247
FCGR2,0.467151682,0.309508709
AKT3,1.201422157,0.309514348
HMGN2,0.276345947,0.309706415
ACTR1A,-0.141415604,0.309731506
KLHL42,1.457418653,0.309871584
EIF3L,-0.262361644,0.309961841
5430401F13RIK,-0.5199789,0.310843975
HSBP1,0.810407225,0.311387085
DIABLO,0.271599731,0.311576869
SERPINA3N,-0.434177245,0.312591712
EPB42,-0.878143506,0.314701955
EIF4A1,0.153150347,0.317918044
LUC7L,-1.680144756,0.317918044
ORMDL2;ORMDL3,-0.535217751,0.319750281
PDIA6,0.19118754,0.320467287
DCAF6,0.394534719,0.320467287
EPS15L1,0.153161121,0.320602356
HTT,0.332707181,0.321688735
HCLS1,0.20657244,0.321719094
PRKAG1,0.491925514,0.322984676
VCPIP1,-0.222863736,0.323164502
RWDD1,-0.519730833,0.323164502
COQ5,0.34983402,0.323164502
ACAA1A,-0.217182764,0.325335801
POLR2E,-0.601288178,0.325716178
PLEKHO2,0.272609483,0.326159948
PLEKHH1,0.254465752,0.327310341
PPP4C,0.510406097,0.328926805
Q8VE95,-0.367927551,0.328926805
ARHGEF5,1.118872134,0.329204835
EGFR,0.130068307,0.330044534
EEF2K,0.314631614,0.330102
LARP4B,-0.470853369,0.330102
IGHM,0.474324151,0.331037032
TRAPPC5,0.421790789,0.331186852
ABHD5,-0.257371831,0.331186852
VPS50,-1.266796445,0.332632928
OSTF1,0.423267963,0.332817486
ALDH1A7,1.28999556,0.333020576
ARFGEF2,-0.264269066,0.338902438
ATG2B,-0.387312624,0.33946154
TOP1,-0.405654842,0.340559834
ENY2,0.378199,0.34116734
STRN3,-0.210670628,0.34191724
ARPC5,-0.508708493,0.341940629
SURF4,-0.269181047,0.343959529
COX6A1,-0.538985278,0.344281766
SCAMP3,0.384731703,0.34601635
RBBP4,0.238320176,0.346921476
ALCAM,-1.399035329,0.348049445
COG3,0.467561394,0.350157647
POLR2A,0.167893294,0.35033917
CDH13,-0.264781831,0.350603737
MRC2,-0.232372084,0.351076939
CAVIN2,-0.282495343,0.35115443
AKR1B10,0.741339432,0.352610942
PACS2,-0.56633589,0.352697826
AP1G2,-0.790026984,0.35298365
RBM15,-1.250685908,0.35298365
CNTN1,0.722300646,0.354539368
GLUL,-0.38614096,0.354539368
ATG3,0.263839496,0.355114842
RTRAF,0.149502712,0.355858693
ACAD9,0.175767149,0.356030675
HMOX2,-0.296608109,0.356782752
STXBP1,-0.112043844,0.357597418
CAST,0.228505965,0.358229212
TOMM20,-0.546183821,0.358414077
PLEKHA5,-0.120955317,0.359635595
AK4,-0.662492953,0.360551346
PHKB,0.391324272,0.360704327
SHC1;SHC2,0.404687718,0.361166867
THUMPD1,0.295692649,0.361864401
PFKFB4,4.221789355,0.36264249
DTX3L,-1.72865371,0.364132453
SCAMP2,-0.135007505,0.364132453
DNAAF5,0.811023245,0.365143129
MKNK1,-0.29397178,0.368435776
USP15,0.157800791,0.370436514
PRXL2A,-0.312487214,0.37081971
SLC30A1,-0.62304414,0.371808704
ANKMY2,-0.567956691,0.373449273
CDC42BPB,-0.351988994,0.375290872
YBX1,0.210575492,0.377838112
ATP2A1,-0.344451342,0.379052381
MYBBP1A,-0.469119334,0.380527947
IGFBP5,-0.261437808,0.380745057
WASHC5,-0.289282677,0.381200958
TPSB2,0.433193412,0.382404762
PPP1CB,0.322420969,0.382404762
GYS1,0.223602979,0.38328915
SRP54,-0.29070218,0.383933858
PKN2,0.168767891,0.38412509
PXMP4,0.990679277,0.384144628
SLC7A5,-0.251709962,0.385741428
ACTA1,0.354434318,0.385957428
ADSS1,0.289463465,0.386439288
COL5A1,0.202880437,0.386709835
COL3A1,-0.093034975,0.387165928
EEF1AKMT2,0.575824467,0.387165928
TACC2,-0.202203714,0.387322856
SDR16C6,-0.314697083,0.387725808
SSU72,0.720287143,0.388211153
RRM1,-0.147452634,0.389897642
CYP20A1,0.610272505,0.390000687
GBP7,0.166393084,0.391151977
CADM3,0.144922267,0.391894702
NDUFV3,-0.319633626,0.392725715
RAB23,0.309702556,0.396441145
AHCYL2,0.236587031,0.397218299
APOC3,0.440802279,0.398082999
COMMD10,0.297481217,0.399856205
PLA2G4A,0.175244665,0.4024545
EIF2S2,0.216079452,0.403187862
YWHAB,0.077384063,0.40319582
EPB41L2,-0.159293069,0.404328972
SELENOF,0.481615184,0.404328972
ULK3,0.208455681,0.405008793
HNRNPD,-0.157849122,0.405265487
PTPMT1,-0.290766133,0.407836897
RCSD1,0.272800075,0.410982228
COPS7B,0.397237765,0.411140255
CA12,0.88593358,0.411263271
STRN,0.238442712,0.411513231
KIF5C,1.001009814,0.411513231
SRL,-0.2607384,0.411513231
NFS1,0.178080493,0.411632654
SMYD2,0.370858618,0.411716201
SRA1,0.238003896,0.412990973
NECTIN4,-0.68941159,0.413058525
DYNC1H1,-0.100849195,0.413198149
MAP2K4,0.272171726,0.413254047
PTGR3,-0.160302505,0.415153968
PUS7,0.269410839,0.415153968
ACSF3,-0.506817866,0.415321816
RAB28,-0.397148021,0.416338725
CACNA2D1,-0.279604017,0.416594157
SLC9A1,-0.231771275,0.417530995
POLR1C,-0.690246211,0.417832895
GNB2,-0.259423012,0.420902778
NIPSNAP3B,1.218314127,0.421177126
APP,-0.605724944,0.421570157
AHCYL1,-0.116406297,0.422749515
CAMK2G,-0.302088306,0.426261525
NOVA2,-0.793876462,0.426469074
NPM3,-0.351701921,0.42806932
NCF2,-0.24811688,0.428160279
STK4,-0.14866192,0.429199602
ARAF,-0.161313216,0.429467329
VPS13A,-0.160590886,0.430772193
SNX1,-0.165753905,0.430886322
SSNA1,0.338761972,0.432831475
GATM,0.525887574,0.433627696
NUP155,0.454032836,0.436387898
TIMM9,-0.33182311,0.437224866
ETFB,-0.184969504,0.43850809
RASAL3,-0.416857951,0.43874603
USB1,0.704657878,0.439078278
MAGED2,-0.075226725,0.439078278
SMPDL3B,-0.34082009,0.439204641
RAB11FIP1,-0.25927054,0.439642546
UBE2Q2,0.283351713,0.439903022
SEC24C,0.21041392,0.440724825
BID,0.264218399,0.44120538
GNB1,-0.39428799,0.443750043
PI4K2A,-0.45437733,0.443783151
DIAPH1,-0.084830839,0.445701741
SLC3A2,-0.191611825,0.445701741
CRTAP,-0.263940266,0.446534163
CCT6A,0.133693347,0.448106774
RASSF2,0.215737498,0.448807699
PPP1R12B,-0.386082592,0.449165596
SYNE2,0.269620269,0.449300624
ENTPD5,0.405112194,0.449844603
CXADR,0.504942921,0.452768788
RRAGA,-0.128143663,0.453157888
SNRPF,0.214326709,0.454748473
MTND4,-0.439342915,0.455995819
OSBPL2,0.474780712,0.456443994
PRPF4,-0.244266369,0.456963044
GRWD1,-0.208908506,0.458694444
2210016F16RIK,0.156209898,0.458766779
LAMTOR2,0.320104782,0.460002612
BORCS7,0.342607446,0.461396241
IGF2R,-0.120773748,0.462265089
ANO10,-0.215655655,0.462440867
ACSS1,0.212786913,0.463258744
RAB2A,0.126917704,0.463668851
FAM107B,0.341134742,0.467877536
RALA,-0.237697398,0.469154737
MBL2,0.143847973,0.470925393
EIF3M,0.184060895,0.472480121
SMARCE1,-0.430612833,0.473208711
OSBPL9,0.172702514,0.474559833
GSDMC,0.221479699,0.47488907
UNC45B,-0.246277556,0.476928117
TPD52,0.234982065,0.47782189
NLE1,-0.127550505,0.478963706
ZC2HC1A,-0.684998017,0.482006103
CYSRT1,-0.393215754,0.482524985
VTN,-0.152543871,0.485799728
RIPK3,-0.311534565,0.485799728
VIPAS39,-0.348885202,0.487262146
IRAK4,-0.2833094,0.489108334
HSDL2,-0.138985667,0.491681426
RDH12,0.57655586,0.49170761
HEATR5B,-0.281688513,0.492284232
EMC1,-0.313895372,0.493573632
FCSK,-1.122660166,0.494110634
SUCLA2,0.172951692,0.494962327
PCNP,-0.199841104,0.495105548
PLIN1,-0.282094153,0.495288119
DNASE1L1,-0.138829904,0.495457631
TBCC,-0.175518754,0.499561158
PPIH,-0.789989629,0.499561158
HMOX1,-0.057689486,0.499769605
NRBP2,0.186823866,0.50110322
TRAP1,-0.065709571,0.503244913
POLR2C,-0.298942029,0.503388919
P3H1,-0.108557238,0.504215253
MS4A4A,0.260957165,0.504738527
ANXA4,-0.172984862,0.505378646
FCN1,0.234298078,0.505843047
ATG12,0.722030926,0.505848715
DCAF7,-0.870438715,0.506513254
TACSTD2,0.272760736,0.506513254
MRPL50,0.234855357,0.50712152
ECHDC1,0.22887533,0.507873035
RPS6KA5,0.137813821,0.510281749
LAMB3,-0.440883503,0.512635086
AP3D1,-0.375063382,0.515845732
FCGRT,0.201557727,0.515845732
MINDY3,-0.173226644,0.51681479
EEF1E1,0.25591367,0.51681479
KIAA0513,-0.200009524,0.517527556
LPIN3,-0.331965644,0.519699618
ITGAV,-0.184543384,0.519979651
GAPDHS,-0.123764299,0.520760769
ISCU,-0.299567425,0.520867874
CYB5R3,0.138579561,0.521070487
CDKN2C,-0.716009045,0.522993708
ENTPD1,-0.403880712,0.523210411
MYL11,-0.370011558,0.523216051
NDUFAF4,0.498430491,0.523370853
ACADSB,-0.103308502,0.523925795
ECHDC3,0.446082032,0.524503305
RAB3IL1,-0.288158643,0.527258025
RBCK1,0.832204773,0.530276339
CPQ,0.367491495,0.530276339
NUMB,0.154277104,0.530977104
ABCA9,0.124657416,0.532134039
MAP1LC3B,0.227757427,0.53401686
MCTS2,-0.580961142,0.534358329
HDAC10,0.234020493,0.534732524
CDH1,0.172002165,0.534758928
RBM12,0.205980948,0.535203609
EIF3K,-0.106750842,0.535352424
SPAST,0.143669756,0.535658921
CALD1,0.102198797,0.535765115
C5,-0.248423841,0.536136865
PGK2,-0.27012096,0.536136865
TUT7,-0.670251239,0.536359875
BCKDHA,0.142587695,0.536403146
SNRPD2,-0.234963996,0.537259856
RIC8A,0.393673356,0.537376863
PRPF6,0.521116032,0.537615108
ITGA1,-0.365138198,0.538685253
PRKAB1,-0.203855783,0.541559297
EML3,0.376666532,0.542733428
KRT83,-1.764593753,0.543096518
MARK3,0.19159236,0.54421511
RNF13,-0.140567687,0.544702596
RTN1,-0.285360391,0.545373111
MRPL27,-0.241937808,0.545879424
PCCB,-0.114042074,0.54596817
KRT73,-0.515400001,0.546222227
PDHB,-0.191366994,0.546222227
DNAJB2,-0.562356874,0.546564424
COX6A2,0.149071752,0.547060536
RAB3A,0.173813832,0.548113161
MRPS16,1.290874077,0.548118592
RTN4,0.097985795,0.549187272
SNX7,0.163535359,0.551195291
GIT2,0.689510379,0.552198667
ITFG1,-0.382412696,0.554002343
PTPRS,-0.247072679,0.555088378
PTGES2,-0.163621389,0.555088378
TAB1,0.334125365,0.556369268
CLIP2,0.483275514,0.556369268
SNX21,0.95796503,0.55897186
CPLX1,0.244373486,0.559088319
TNS3,0.161627303,0.559088319
CAPNS1,0.101667879,0.559144757
WASHC2,0.126074464,0.559360321
CD14,0.297616784,0.559528391
GBF1,-0.088061487,0.561267016
SLC25A51,-0.673528772,0.561323851
GM6619,0.186316364,0.561884238
FAHD2,-0.589186615,0.561884238
SLC1A5,-0.101874896,0.564107967
HPCAL1,0.168448492,0.565036188
APOC4,-0.59091694,0.565603058
PLXNA1,0.186711414,0.566181351
TRP53RKA,-0.218258767,0.569547343
HBB-BS,0.22974652,0.570434725
EOGT,-0.441055074,0.570638036
PNP2,-0.453593719,0.571300005
BVES,-0.396659807,0.572206931
COMMD7,0.272764631,0.578311952
COLEC12,-0.137526742,0.579019352
ITPKB,0.225030524,0.581865715
STX12,0.193011716,0.58193402
PPT1,0.061431719,0.582321627
ENGASE,0.136094232,0.582321627
OSBPL3,0.456908037,0.584998402
REL,-0.723052006,0.585034965
CSK,-0.122717835,0.585034965
RPA3,0.139436175,0.585034965
COL5A3,-1.087415313,0.585034965
SLC12A9,-0.264655512,0.59021355
EIF4H,-0.114179492,0.590290021
USP38,0.401816564,0.591476491
PAK1,0.458765307,0.59340263
PAK3,-0.959394209,0.593501211
LRSAM1,-0.261645555,0.59467786
SVS5,-0.867704146,0.596318903
ADRM1,-0.076526494,0.597306871
PCYOX1,-0.0515685,0.597321957
CLEC10A,-0.140184563,0.598040558
CLEC3B,-0.130519534,0.598284508
MTCO1,-0.35520768,0.598652255
QPRT,-0.356998525,0.599678801
TBC1D4,0.394020666,0.601851495
STT3B,0.319332199,0.60185831
CTNNBL1,0.267079246,0.602829525
WDR44,0.131906347,0.603533667
MYO9B,-0.370472295,0.60444486
CFAP20,-0.273871587,0.604839892
EPHX2,0.262432924,0.605584912
SLC30A9,0.610438442,0.606059777
PRAF2,0.300132852,0.608303716
GNE,0.342973283,0.608354956
DGUOK,-0.507548516,0.608371973
NBAS,1.408279345,0.608400142
CALR,-0.110249527,0.608456336
ARSB,0.221614028,0.612061909
PDK4,0.635117914,0.612382196
PIP5K1A,0.523025214,0.613614852
USP19,-0.10851455,0.614423778
MAP1S,-0.160394134,0.615228796
PRKCB,-0.446258157,0.616630126
CARS2,0.409717151,0.61730834
GGT5,-0.174271841,0.617761259
DGKZ,-0.299819376,0.622561204
PC,0.086196397,0.623025986
GRIPAP1,-0.228675823,0.624604032
HOOK1,0.236842171,0.624771341
CHMP2B,-0.164447038,0.624771341
PRKAA1,-0.157490542,0.624930638
RAF1,0.228023959,0.624954872
IGHG3,0.267917563,0.626579022
RAC1,0.227231339,0.626823109
Q9D1K7,0.302350991,0.626877682
IFI204,0.135938716,0.627194332
ADPRHL1,-0.2040085,0.627307448
PBDC1,-0.206131159,0.627307448
ATP5F1B,-0.130654275,0.628164863
CDC42EP4,-0.246183288,0.628178372
PLOD2,0.287308037,0.629794263
TXNL4A,-0.591153739,0.63065667
TNNI1,-0.240265588,0.631812583
CDH11,-0.52296765,0.631965873
IGLC1,0.327653508,0.632329464
M6PR,0.152332098,0.632329464
IGHV1-31;IGHV1-42,0.331612897,0.635429028
PDPR,-0.109552335,0.636507075
SAP30BP,-0.219445721,0.636645829
VAMP3,-0.062652181,0.638077106
RASSF8,-0.570416697,0.638100452
REPS1,0.053633067,0.63941085
MOCOS,-0.144442165,0.639822518
PPP5C,-0.068800137,0.639822518
RASA3,-0.307130855,0.640980295
AMPD2,0.161109386,0.643050491
TMEM263,0.139949608,0.643602404
DUSP22,-0.248097841,0.643948691
NECAP1,0.189645979,0.643981227
NCBP1,0.363768315,0.643983927
F10,-0.259476177,0.644471222
THADA,0.371440425,0.64752853
RMDN1,-0.297083185,0.647941179
SCGB2B2,-0.172255475,0.648461281
PI4KB,0.20514311,0.649944963
PDIA3,0.06510236,0.650130872
ZC3HC1,0.095580839,0.651487254
ALAD,-0.799080863,0.652024877
SRPRB,-0.097023066,0.652024877
MYL6,0.088944856,0.653033708
ITPK1,0.144791693,0.653033708
TRAFD1,-0.127917087,0.653788143
RAB3D,-0.154874566,0.654040942
DPEP1,0.309097218,0.654234443
TFEB,0.1824609,0.654234443
DHX8,0.518057448,0.654867426
ATP5F1D,-0.122154267,0.654867426
TXLNB,-0.246779205,0.654899013
LSM2,0.116823808,0.655046714
AOC3,-0.125694109,0.65530474
RAB1A,0.081789921,0.656289521
PIGS,-0.510087068,0.656849607
DHX36,0.428772741,0.658623244
TUBA1C,-0.140607944,0.65866715
PPP1R1B,0.721446207,0.659185682
TMX3,-0.247620074,0.659934245
TRMT11,0.169901716,0.659934245
ARHGAP35,-0.808093506,0.660558091
CDIPT,-0.096229432,0.663985012
SBK2,-0.279708565,0.664823687
NADK2,0.275324198,0.664999548
APBB1IP,-0.124342153,0.667237525
ASAP2,-0.701296356,0.667354982
NRP1,0.288975809,0.667789109
FBP1,-0.297674674,0.668712118
SLC4A1AP,0.188442392,0.668929861
CAPNS2,-0.209949407,0.668938588
STARD7,0.232005378,0.670229726
APPL2,0.072698126,0.671409023
HAGH,-0.051811296,0.671409023
ARIH2,-0.237901378,0.672494608
FGG,-0.131626021,0.672721325
COPZ1,-0.084473305,0.673418576
ARAP1,0.043894959,0.674422384
UBE2L6,0.185625853,0.675171562
CCDC91,0.224818652,0.677618267
SLCO2A1,0.313945348,0.67980341
GPT2,0.123855734,0.680423754
PDIA4,-0.081893439,0.681596298
KRT84,-0.279586488,0.684571406
AGAP3,0.302978165,0.687931825
CFB,-0.090469747,0.689587164
BPGM,-0.124815039,0.691208019
FEM1AA,-0.640549024,0.691400904
SYAP1,0.064528562,0.693295429
STRIP1,0.234066292,0.695262071
GLMN,0.119359799,0.695449306
ARHGAP31,0.193627584,0.695729737
DEF6,-0.158221615,0.700056923
ARPC2,0.106581457,0.701417079
NPC1,0.190158492,0.705629822
RPS6KA1,-0.135651454,0.705629822
LRRC15,-0.171607379,0.707306929
WDR48,-0.281702008,0.707765292
CTBP2,0.201974626,0.707864861
TUBB5,0.046273073,0.709486879
ATP5F1A,-0.073864981,0.709988477
CUX2,0.136994869,0.711398357
DMKN,-0.056045152,0.712438129
SPCS2,0.211911234,0.714534208
IRF6,0.075567352,0.715049451
MRPL15,-0.268538725,0.715401682
SLTM,-0.203068861,0.715766175
TRAPPC11,0.14667166,0.71585588
SNX30,-0.201486915,0.716664232
HSPD1,0.081817323,0.717294171
PPTC7,-0.129128721,0.719308694
UFSP2,-0.09157945,0.719308694
FGB,-0.093358806,0.721860456
CHIL3,0.292403163,0.722123824
EML1,0.057970356,0.726719229
RAB34,0.234239148,0.727755087
MCM4,-0.052548208,0.731111168
COX4I1,-0.078650455,0.732007749
VPS33B,0.092980377,0.733777356
RPSA,0.073273027,0.735187138
SVS4,-0.3715387,0.735187138
PLG,-0.153196091,0.735187138
CBX1,0.149661685,0.735187138
ECHDC2,0.273363842,0.735187138
TXNIP,0.121604081,0.735187138
TRMT6,0.11658417,0.735187138
PPP1R18,-0.134310532,0.737275024
EPDR1,-0.231942666,0.742076928
EIF2B5,-0.13743649,0.742753068
HDHD3,-0.183622168,0.742753068
PCM1,-0.614160991,0.743300787
SH3PXD2A,-0.176366193,0.743378919
AAMP,-0.089119572,0.743433466
AKAP13,0.076571273,0.744306871
SNX17,-0.220775255,0.744306871
PPP2R5A,-0.07778726,0.74484584
MAP2K6,0.119938318,0.745283977
STUB1,0.135252173,0.745283977
BTF3,-0.117223933,0.747051498
CD48,-0.171325769,0.749282918
RAB38,-0.190353705,0.75135528
ATG5,-0.277042573,0.751969836
CUL3,-0.059394202,0.753836919
CTPS2,-0.092388965,0.75391125
FAR2,-0.199542889,0.755465064
PLCG2,0.090274392,0.755465064
KIFBP,0.341690411,0.759023704
SYNE1,-0.194909498,0.759176761
PPP1R21,-0.17214998,0.759209237
CLYBL,0.04792508,0.759691885
TEDDM3,-0.251881537,0.759753533
KARS1,-0.028795763,0.76097271
ISCA1,0.136347092,0.76097271
MOCS3,0.581493461,0.761503564
NCSTN,-0.099046919,0.761503564
MAGED1,0.096635086,0.762425479
RAB9A,-0.077421077,0.764656475
ARL8A,0.07935382,0.765846339
ACOX1,0.10233784,0.766421062
STEAP3,-0.090180466,0.769718014
AMACR,-0.095638243,0.769845621
SH3BGR,-0.17981626,0.770784942
NCF4,0.189369951,0.771858619
PROC,0.104431138,0.7726578
OSBPL11,-0.110618405,0.773536765
KLC2,0.0932601,0.774506967
PTPRE,0.177725445,0.775781849
SNX5,-0.077122845,0.77704225
SCGB1B20;SCGB1B29,-0.106249781,0.777610498
DPYD,0.615143317,0.777610498
ACAA2,-0.059441464,0.780148714
PPFIA3,0.103542171,0.780571476
FTO,0.19554422,0.780742046
XKR5,0.125090455,0.78184873
PROCR,-0.071228477,0.781891246
TBL1XR1,0.074063379,0.781891246
UROS,-0.180907531,0.781997785
P4HA2,-0.056831228,0.786324875
MAP4,0.044950317,0.786920406
ATXN10,-0.064363736,0.787146691
TAOK3,-0.097211802,0.790085622
RAB1B,-0.074363674,0.791384328
SP1,-0.178600169,0.792074011
QTRT1,0.120763097,0.793124295
LSM5,0.124494148,0.794668629
GFM2,-0.145386069,0.795058699
SQSTM1,0.071848793,0.796672845
ABLIM1,0.052168964,0.797812038
DPP4,0.113854128,0.801044778
TUBA8,-0.050480219,0.803006151
ETV6,0.334126558,0.803179976
IFI205A,0.102890379,0.803548253
UBL3,-0.159993043,0.803548253
CSNK2A1,-0.039831335,0.803568796
TSC2,0.058133383,0.80500578
MYCBP2,0.21259963,0.80500578
NUP54,-0.386791799,0.807091783
IDH3G,-0.058298637,0.807680132
CDK5RAP3,0.109562781,0.807906046
MYBPH,-0.111727561,0.80895998
RIPOR1,-0.311754176,0.80934638
NAA15,-0.058972301,0.809540198
SRGAP2,0.06538223,0.810826027
C5AR1,0.068395287,0.810872377
RABIF,0.153566121,0.810872377
MRPL23,0.060927908,0.811534341
COG6,0.183964209,0.811534341
UBXN7,0.079303909,0.811641794
BECN1,0.316515036,0.814585823
CMKLR1,0.046561866,0.818027305
EPHB3,0.315797511,0.818757994
TTC33,0.205219978,0.821072284
PRG4,-0.131815636,0.821173297
LSM8,0.558678097,0.821756394
ALPL,0.144824891,0.822431671
AP1M1,0.046975192,0.8258147
SAR1B,0.185261253,0.825977859
INMT,-0.103374993,0.83170941
TUBB2A,0.05268106,0.833467705
CHP1,0.043740878,0.835008966
PROS1,-0.168335971,0.839138062
NAALAD2,0.046224029,0.841200282
FBXO3,0.186569815,0.841248774
BPNT2,-0.042300288,0.841337259
RAB4B,-0.087138863,0.844057395
UBE2Q1,0.334281721,0.845825369
RNF214,0.105279972,0.847394152
SPHK2,0.045830313,0.847847548
PIP5K1C,0.388195615,0.849423018
ITGB5,-0.090041648,0.850904718
SNRPE,-0.20710013,0.851733882
TMEM175,-0.150902802,0.857490808
HEBP1,0.088423533,0.858266275
CUTA,-0.06684075,0.858587955
APCS,0.046789734,0.860344948
ACAD10,-0.076528063,0.860344948
UBLCP1,0.04473054,0.860436138
SMARCC1,-0.275972778,0.860478273
ACAP2,-0.046752114,0.86124763
RSU1,0.033218258,0.861838562
GLIPR2,-0.0483198,0.861838562
LIMD1,0.070476291,0.861838562
RGS3,-0.129760768,0.863720128
GDE1,-0.272638677,0.863759224
ANTXR2,0.133940114,0.86492459
GPX2,0.100390844,0.866434192
PTMA,-0.068109481,0.866786534
TNNI2,-0.089021011,0.866809863
C1QBP,0.064911827,0.868482443
EXOSC6,0.048572746,0.870204329
PFDN6,0.081740724,0.871320675
COPE,-0.048755909,0.871374501
RO60,-0.105705802,0.871671421
RPS28,0.038975138,0.872419682
TPT1,0.055826214,0.874160066
HRG,-0.040101102,0.876004866
MFSD10,0.119741563,0.876469868
HMGCS2,-0.043141508,0.878546614
XPO5,-0.119123479,0.87900976
CAMSAP2,-0.064983645,0.87977114
TMEM106B,-0.095784931,0.882679582
ISLR,0.07850679,0.883153543
ACP3,0.035939251,0.884221838
UGGT1,0.012104113,0.88640199
DAPK2,0.046765737,0.887195521
MTA2,-0.063621056,0.888874901
CAMKK2,-0.072178226,0.889726201
CSRP3,0.037844669,0.890209429
PADI2,-0.058117452,0.890234999
2310046K23RIK,-0.060850252,0.89165399
GIPC1,0.041354134,0.89165399
XIRP1,0.037440398,0.894406071
MAP7,-0.036358835,0.894406071
SLC12A4,0.069037423,0.896009389
AP4E1,0.227721015,0.896414936
NCLN,-0.05448055,0.896414936
MTHFD1L,-0.047694122,0.900142433
MCM5,0.014367944,0.902794864
STK38,-0.022967403,0.902794864
IGF2BP3,0.175015866,0.902794864
LANCL1,-0.054970323,0.903950451
HNRNPH1,-0.038724827,0.904264154
RBBP7,-0.016461064,0.904264154
HSPA13,-0.05768905,0.904340168
PTGES3,0.052142563,0.906206811
SMPD2,-0.093381823,0.907103008
CD81,-0.098026819,0.908338247
SUMF2,-0.032370621,0.91020197
Q8K039,0.065990489,0.91075302
MGLL,-0.062678229,0.913243871
AP2A2,-0.019126548,0.914074577
UBE2G2,-0.022658633,0.914476906
BTAF1,-0.035637332,0.916034322
ALDH1A3,-0.036747467,0.916150734
ARPC3,0.031879569,0.916411371
CHL1,-0.088638255,0.917005543
CARNMT1,0.061203474,0.917005543
MRTFB,-0.039993895,0.920743588
CORO1B,-0.018542128,0.921674426
CKMT2,-0.048344269,0.922195372
CAMK1D,-0.019299982,0.923038469
CELF2,-0.021091232,0.927129427
ASS1,-0.029765387,0.928073011
SEPHS2,0.015976793,0.928564692
SCGB2B24,-0.068422415,0.928772937
RAB5A,-0.015542204,0.930180946
PCCA,0.019516727,0.932585876
MYO1D,-0.046818436,0.933324519
UBE4A,0.034653616,0.934535693
TCIRG1,0.020135335,0.935587136
MPDU1,-0.064385396,0.936862804
LRRC25,-0.03099278,0.936957446
FTL1,0.032404909,0.937670997
CRMP1,0.036296234,0.937670997
RAB3GAP2,-0.050190788,0.937670997
AGBL1,0.038612908,0.939413705
GNG2,-0.029400386,0.940001194
MRPS36,-0.016366695,0.941152827
CAMK2D,0.022940766,0.942384137
TAX1BP3,-0.022052365,0.942400199
NAPA,-0.012814345,0.943797563
TDH,0.047258069,0.944169923
MAPK1,0.015585189,0.945125369
OGN,-0.016743424,0.945351636
DPYSL3,-0.015727939,0.945351636
EEF1G,-0.018544573,0.945351636
TLN1,0.010910541,0.951198442
MOB2,0.009184585,0.951575668
SPON1,-0.014187084,0.951589074
PIK3R1,0.0210917,0.951876495
TRIM72,0.018681499,0.952076845
COMMD3,-0.014860572,0.956055111
UFC1,0.014689056,0.957236628
HMGCL,0.016773613,0.957898036
PCBP2,-0.013999975,0.957898036
PLEKHF2,-0.02029595,0.957898036
SLC2A4,0.018225671,0.959705594
IMPACT,-0.011357618,0.963279375
RAVER1,0.02542261,0.965748077
WDR62,0.015977627,0.966152439
DYNLT1,0.008824994,0.968352691
AHSP,-0.015832628,0.969238723
GLUD1,-0.007460322,0.970491093
GOT2,0.009816123,0.975392291
SNRPB2,-0.023359929,0.975658966
DYNC1LI2,0.002751764,0.97813432
YKT6,0.008959978,0.980075864
GM11992,-0.009706469,0.980437096
BSG,-0.005961115,0.983308008
COBL,0.013378822,0.983308008
ARFIP1,0.002635732,0.983814442
CIAO1,-0.011742038,0.984081642
SERPINB6D,-0.007515212,0.984191936
DUS3L,0.003660856,0.985691434
PPP4R1,0.006667748,0.985948302
WDR45,0.010463394,0.98727617
LPCAT2,-0.00618976,0.987488992
FMNL1,-0.004800752,0.987530577
