"","HGNC.symbol","MGI.symbol","type"
"574","CDH11","Cdh11","cell adhesion"
"575","CDH13","Cdh13","cell adhesion"
"576","CDH15","Cdh15","cell adhesion"
"577","CDH17","Cdh17","cell adhesion"
"578","CDH18","Cdh18","cell adhesion"
"579","CDH19","Cdh19","cell adhesion"
"580","CDH2","Cdh2","cell adhesion"
"581","CDH23","Cdh23","cell adhesion"
"582","CDH26","Cdh26","cell adhesion"
"583","CDH3","Cdh3","cell adhesion"
"584","CDH4","Cdh4","cell adhesion"
"585","CDH5","Cdh5","cell adhesion"
"586","CDH6","Cdh6","cell adhesion"
"587","CDH7","Cdh7","cell adhesion"
"588","CDH8","Cdh8","cell adhesion"
"589","CDH9","Cdh9","cell adhesion"
"590","CDHR1","Cdhr1","cell adhesion"
"591","CDHR2","Cdhr2","cell adhesion"
"592","CDHR5","Cdhr5","cell adhesion"
"593","CDKL1","Cdkl1","protein modifying enzyme"
"594","CDKL5","Cdkl5","protein modifying enzyme"
"595","CDON","Cdon","cell adhesion"
"596","CEACAM16","Ceacam16","cell adhesion"
"597","CEACAM19","Ceacam19","cell adhesion"
"598","CEACAM20","Ceacam20","cell adhesion"
"599","CEACAM21","Ceacam13","defense/immunity"
"600","CEACAM21","Psg17","defense/immunity"
"601","CEACAM21","Ceacam15","defense/immunity"
"602","CEACAM21","Psg26","defense/immunity"
"603","CEACAM21","Psg25","defense/immunity"
"604","CEACAM21","Ceacam10","defense/immunity"
"605","CEACAM21","Psg21","defense/immunity"
"606","CEACAM21","Ceacam3","defense/immunity"
"607","CEACAM21","Psg20","defense/immunity"
"608","CEACAM21","Gm5155","defense/immunity"
"609","CEACAM21","Ceacam11","defense/immunity"
"610","CEACAM21","Psg22","defense/immunity"
"611","CEACAM21","Psg18","defense/immunity"
"612","CEACAM21","Ceacam14","defense/immunity"
"613","CEACAM21","Psg23","defense/immunity"
"614","CEACAM21","Psg28","defense/immunity"
"615","CEACAM21","Psg27","defense/immunity"
"616","CEACAM21","Psg29","defense/immunity"
"617","CEACAM21","Psg19","defense/immunity"
"618","CEACAM21","Psg16","defense/immunity"
"619","CEACAM21","Ceacam12","defense/immunity"
"620","CEACAM21","Ceacam9","defense/immunity"
"621","CEACAM21","Ceacam5","defense/immunity"
"622","CEL","Cel","cell adhesion"
"623","CELA3B","Cela3a","protein modifying enzyme"
"624","CELA3B","Cela3b","protein modifying enzyme"
"625","CELSR1","Celsr1","cell adhesion"
"626","CELSR2","Celsr2","cell adhesion"
"627","CELSR3","Celsr3","cell adhesion"
"628","CEP290","Cep290","unclassified"
"629","CER1","Cer1","other intercellular signal"
"630","CFC1","Cfc1","other intercellular signal"
"631","CFC1B","Cfc1","other intercellular signal"
"632","CFD","Cfd","protein modifying enzyme"
"633","CFI","Cfi","protein modifying enzyme"
"634","CFP","Cfp","unclassified"
"635","CFTR","Cftr","transporter"
"636","CGA","Cga","peptide hormone"
"637","CGN","Cgn","unclassified"
"638","CH25H","Ch25h","metabolite interconversion enzyme"
"639","CHAD","Chad","other transmembrane signal receptor"
"640","CHAT","Chat","metabolite interconversion enzyme"
"641","CHCHD10","Chchd10","unclassified"
"642","CHCHD3","Chchd3","unclassified"
"643","CHCHD4","Chchd4","unclassified"
"644","CHCHD4","AU015836","unclassified"
"645","CHCHD7","Chchd7","unclassified"
"646","CHGB","Chgb","other intercellular signal"
"647","CHL1","Chl1","cell adhesion"
"648","CHRD","Chrd","unclassified"
"649","CHRM1","Chrm1","G-protein coupled receptor"
"650","CHRM2","Chrm2","G-protein coupled receptor"
"651","CHRM3","Chrm3","G-protein coupled receptor"
"652","CHRM4","Chrm4","G-protein coupled receptor"
"653","CHRM5","Chrm5","G-protein coupled receptor"
"654","CHRNA1","Chrna1","ion channel"
"655","CHRNA10","Chrna10","ion channel"
"656","CHRNA2","Chrna2","ion channel"
"657","CHRNA3","Chrna3","ion channel"
"658","CHRNA4","Chrna4","ion channel"
"659","CHRNA5","Chrna5","ion channel"
"660","CHRNA6","Chrna6","ion channel"
"661","CHRNA7","Chrna7","ion channel"
"662","CHRNA9","Chrna9","ion channel"
"663","CHRNB1","Chrnb1","ion channel"
"664","CHRNB2","Chrnb2","ion channel"
"665","CHRNB3","Chrnb3","ion channel"
"666","CHRNB4","Chrnb4","ion channel"
"667","CHRND","Chrnd","ion channel"
"668","CHRNE","Chrne","ion channel"
"669","CHRNG","Chrng","ion channel"
"670","CIRBP","Cirbp","RNA metabolism"
"671","CISH","Cish","protein-binding activity modulator"
"672","CKAP4","Ckap4","unclassified"
"673","CKLF","Cklf","scaffold/adaptor"
"674","CLCF1","Clcf1","other intercellular signal"
"675","CLCN2","Clcn2","ion channel"
"676","CLDN1","Cldn1","cell junction"
"677","CLDN11","Cldn11","cell junction"
"678","CLDN12","Cldn12","unclassified"
"679","CLDN14","Cldn14","cell junction"
"680","CLDN16","Cldn16","cell junction"
"681","CLDN19","Cldn19","cell junction"
"682","CLDN2","Cldn2","cell junction"
"683","CLDN3","Cldn3","cell junction"
"684","CLDN4","Cldn13","cell junction"
"685","CLDN4","Cldn4","cell junction"
"686","CLDN5","Cldn5","cell junction"
"687","CLDN6","Cldn6","cell junction"
"688","CLDN7","Cldn7","cell junction"
"689","CLDN8","Cldn8","cell junction"
"690","CLDN9","Cldn9","cell junction"
"691","CLEC10A","Clec10a","membrane traffic"
"692","CLEC10A","Mgl2","membrane traffic"
"693","CLEC11A","Clec11a","other intercellular signal"
"694","CLEC12A","Clec12a","other transmembrane signal receptor"
"695","CLEC12B","Clec12b","unclassified"
"696","CLEC14A","Clec14a","unclassified"
"697","CLEC1B","Clec1b","other transmembrane signal receptor"
"698","CLEC2D","Clec2d","defense/immunity"
"699","CLEC2D","Clec2g","defense/immunity"
"700","CLEC2D","Clec2e","defense/immunity"
"701","CLEC2D","Clec2h","defense/immunity"
"702","CLEC2D","Clec2i","defense/immunity"
"703","CLEC2L","Clec2l","unclassified"
"704","CLEC3A","Clec3a","other intercellular signal"
"705","CLEC4A","Clec4a1","membrane traffic"
"706","CLEC4G","Clec4g","membrane traffic"
"707","CLEC4M","Cd209f","membrane traffic"
"708","CLEC4M","Cd209g","membrane traffic"
"709","CLEC5A","Clec5a","unclassified"
"710","CLMP","Clmp","unclassified"
"711","CLOCK","Clock","gene-specific transcriptional regulator"
"712","CLSTN1","Clstn1","membrane traffic"
"713","CLSTN3","Clstn3","membrane traffic"
"714","CLU","Clu","other intercellular signal"
"715","CLUAP1","Gm20695","unclassified"
"716","CLUAP1","Cluap1","unclassified"
"717","CMKLR1","Cmklr1","G-protein coupled receptor"
"718","CMKLR2","Gpr1","G-protein coupled receptor"
"719","CMPK1","Cmpk1","metabolite interconversion enzyme"
"720","CNIH1","Cnih1","membrane traffic"
"721","CNMD","Cnmd","unclassified"
"722","CNR1","Cnr1","G-protein coupled receptor"
"723","CNR2","Cnr2","G-protein coupled receptor"
"724","CNTF","Cntf","other intercellular signal"
"725","CNTFR","Cntfr","other transmembrane signal receptor"
"726","CNTN1","Cntn1","cell adhesion"
"727","CNTN2","Cntn2","scaffold/adaptor"
"728","CNTN3","Cntn3","cell adhesion"
"729","CNTN4","Cntn4","scaffold/adaptor"
"730","CNTN5","Cntn5","cell adhesion"
"731","CNTN6","Cntn6","scaffold/adaptor"
"732","CNTNAP1","Cntnap1","cell adhesion"
"733","CNTNAP2","Cntnap2","cell adhesion"
"734","COA4","Coa4","chaperone"
"735","COL11A1","Col11a1","extracellular matrix"
"736","COL11A2","Col11a2","extracellular matrix"
"737","COL12A1","Col12a1","extracellular matrix"
"738","COL13A1","Col13a1","extracellular matrix"
"739","COL14A1","Col14a1","extracellular matrix"
"740","COL15A1","Col15a1","extracellular matrix"
"741","COL16A1","Col16a1","extracellular matrix"
"742","COL17A1","Col17a1","extracellular matrix"
"743","COL18A1","Col18a1","extracellular matrix"
"744","COL19A1","Col19a1","extracellular matrix"
"745","COL1A1","Col1a1","unclassified"
"746","COL1A2","Col1a2","extracellular matrix"
"747","COL20A1","Col20a1","extracellular matrix"
"748","COL26A1","Col26a1","scaffold/adaptor"
"749","COL27A1","Col27a1","extracellular matrix"
"750","COL28A1","Col28a1","extracellular matrix"
"751","COL2A1","Col2a1","extracellular matrix"
"752","COL3A1","Col3a1","extracellular matrix"
"753","COL4A1","Col4a1","extracellular matrix"
"754","COL4A2","Col4a2","extracellular matrix"
"755","COL4A3","Col4a3","extracellular matrix"
"756","COL4A4","Col4a4","extracellular matrix"
"757","COL4A5","Col4a5","extracellular matrix"
"758","COL4A6","Col4a6","extracellular matrix"
"759","COL5A1","Col5a1","extracellular matrix"
"760","COL5A2","Col5a2","extracellular matrix"
"761","COL5A3","Col5a3","extracellular matrix"
"762","COL6A1","Col6a1","extracellular matrix"
"763","COL6A2","Col6a2","extracellular matrix"
"764","COL6A3","Col6a3","extracellular matrix"
"765","COL6A5","Col6a5","unclassified"
"766","COL6A6","Col6a6","unclassified"
"767","COL8A1","Col8a1","extracellular matrix"
"768","COL8A2","Col8a2","extracellular matrix"
"769","COL9A1","Col9a1","extracellular matrix"
"770","COL9A2","Col9a2","extracellular matrix"
"771","COLEC12","Colec12","extracellular matrix"
"772","COLQ","Colq","extracellular matrix"
"773","COMMD1","Commd1b","unclassified"
"774","COMMD1","Commd1","unclassified"
"775","COMP","Comp","cell adhesion"
"776","COMT","Comt","metabolite interconversion enzyme"
"777","COPA","Copa","membrane traffic"
"778","COPS2","Cops2","unclassified"
"779","CORIN","Corin","transfer/carrier"
"780","CORT","Cort","peptide hormone"
"781","COX17","Cox17","chaperone"
"782","COX17","Gm21987","chaperone"
"783","COX19","Cox19","chaperone"
"784","CP","Cp","metabolite interconversion enzyme"
"785","CPA4","Cpa4","protein modifying enzyme"
"786","CPAMD8","Mug1","protein-binding activity modulator"
"787","CPAMD8","Mug2","protein-binding activity modulator"
"788","CPAMD8","Gm7298","protein-binding activity modulator"
"789","CPE","Cpe","protein modifying enzyme"
"790","CPNE3","Cpne3","calcium-binding"
"791","CPS1","Cps1","metabolite interconversion enzyme"
"792","CR1","Cr1l","defense/immunity"
"793","CR2","Cr2","defense/immunity"
"794","CRABP1","Crabp1","transfer/carrier"
"795","CRABP2","Crabp2","transfer/carrier"
"796","CRCP","Crcp","G-protein coupled receptor"
"797","CRH","Crh","peptide hormone"
"798","CRHR2","Crhr2","other transmembrane signal receptor"
"799","CRISP2","Crisp2","defense/immunity"
"800","CRISP3","Crisp1","defense/immunity"
"801","CRISP3","Crisp3","defense/immunity"
"802","CRKL","Crkl","scaffold/adaptor"
"803","CRLF1","Crlf1","other transmembrane signal receptor"
"804","CRLF2","Crlf2","other transmembrane signal receptor"
"805","CRLF3","Crlf3","DNA metabolism"
"806","CRLS1","Crls1","metabolite interconversion enzyme"
"807","CRP","Crp","other intercellular signal"
"808","CRTAM","Crtam","other intercellular signal"
"809","CRY1","Cry1","DNA metabolism"
"810","CS","Csl","metabolite interconversion enzyme"
"811","CS","Cs","metabolite interconversion enzyme"
"812","CSAD","Csad","metabolite interconversion enzyme"
"813","CSF1","Csf1","other intercellular signal"
"814","CSF1R","Csf1r","tyrosine protein kinase receptor"
"815","CSF2","Csf2","cytokine"
"816","CSF2RA","Csf2ra","other transmembrane signal receptor"
"817","CSF2RB","Csf2rb2","other transmembrane signal receptor"
"818","CSF2RB","Csf2rb","other transmembrane signal receptor"
"819","CSF3","Csf3","other intercellular signal"
"820","CSF3R","Csf3r","other transmembrane signal receptor"
"821","CSGALNACT1","Csgalnact1","metabolite interconversion enzyme"
"822","CSH1","Gh","peptide hormone"
"823","CSH2","Gh","peptide hormone"
"824","CSHL1","Gh","peptide hormone"
"825","CSK","Csk","protein modifying enzyme"
"826","CSMD1","Csmd1","unclassified"
"827","CSMD2","Csmd2","unclassified"
"828","CSMD3","Csmd3","unclassified"
"829","CSPG4","Cspg4","cell adhesion"
"830","CSPG5","Cspg5","other intercellular signal"
"831","CTF1","Ctf1","other intercellular signal"
"832","CTH","Cth","metabolite interconversion enzyme"
"833","CTHRC1","Cthrc1","metabolite interconversion enzyme"
"834","CTLA4","Ctla4","defense/immunity"
"835","CTNNA1","Ctnna1","cytoskeletal"
"836","CTNNB1","Ctnnb1","other intercellular signal"
"837","CTNND1","Gm28635","cytoskeletal"
"838","CTNND1","Ctnnd1","cytoskeletal"
"839","CTNND2","Ctnnd2","cytoskeletal"
"840","CTPS1","Ctps","metabolite interconversion enzyme"
"841","CTSA","Ctsa","protein modifying enzyme"
"842","CTSG","Ctsg","protein modifying enzyme"
"843","CTTN","Cttn","scaffold/adaptor"
"844","CUBN","Cubn","other transmembrane signal receptor"
"845","CUL1","Cul1","protein modifying enzyme"
"846","CX3CL1","Cx3cl1","cytokine"
"847","CX3CR1","Cx3cr1","cell adhesion"
"848","CXADR","Gm1123","other intercellular signal"
"849","CXADR","Cxadr","other intercellular signal"
"850","CXCL10","Cxcl10","cytokine"
"851","CXCL11","Cxcl11","cytokine"
"852","CXCL12","Cxcl12","cytokine"
"853","CXCL13","Cxcl13","cytokine"
"854","CXCL14","Cxcl14","cytokine"
"855","CXCL16","Cxcl16","cytokine"
"856","CXCL17","Cxcl17","cytokine"
"857","CXCL6","Cxcl5","cytokine"
"858","CXCL9","Cxcl9","cytokine"
"859","CXCR2","Cxcr2","cell adhesion"
"860","CXCR2","Cxcr1","cell adhesion"
"861","CXCR3","Cxcr3","cell adhesion"
"862","CXCR4","Cxcr4","cell adhesion"
"863","CXCR5","Cxcr5","cell adhesion"
"864","CXCR6","Cxcr6","cell adhesion"
"865","CYB5A","Cyb5a","metabolite interconversion enzyme"
"866","CYB5R3","Cyb5r3","metabolite interconversion enzyme"
"867","CYP11A1","Cyp11a1","unclassified"
"868","CYP17A1","Cyp17a1","unclassified"
"869","CYP19A1","Cyp19a1","metabolite interconversion enzyme"
"870","CYP21A2","Cyp21a1","metabolite interconversion enzyme"
"871","CYP27A1","Cyp27a1","metabolite interconversion enzyme"
"872","CYP27B1","Cyp27b1","metabolite interconversion enzyme"
"873","CYP2R1","Cyp2r1","metabolite interconversion enzyme"
"874","CYP46A1","Cyp46a1","metabolite interconversion enzyme"
"875","CYP4A11","Cyp4a10","metabolite interconversion enzyme"
"876","CYP4A11","Cyp4a30b","metabolite interconversion enzyme"
"877","CYP4A11","Cyp4a32","metabolite interconversion enzyme"
"878","CYP4A11","Cyp4a31","metabolite interconversion enzyme"
"879","CYP4A22","Cyp4a31","metabolite interconversion enzyme"
"880","CYP4A22","Cyp4a30b","metabolite interconversion enzyme"
"881","CYP4A22","Cyp4a32","metabolite interconversion enzyme"
"882","CYP4A22","Cyp4a10","metabolite interconversion enzyme"
"883","CYP4F11","Cyp4a30b","metabolite interconversion enzyme"
"884","CYP4F11","Cyp4a10","metabolite interconversion enzyme"
"885","CYP4F11","Cyp4a32","metabolite interconversion enzyme"
"886","CYP4F11","Cyp4a31","metabolite interconversion enzyme"
"887","CYP4F2","Cyp4f15","metabolite interconversion enzyme"
"888","CYP4F2","Cyp4f40","metabolite interconversion enzyme"
"889","CYP4F2","Cyp4f14","metabolite interconversion enzyme"
"890","CYP4F22","Cyp4f39","metabolite interconversion enzyme"
"891","CYP4F3","Cyp4f18","metabolite interconversion enzyme"
"892","CYP4F8","Cyp4f17","metabolite interconversion enzyme"
"893","CYP4F8","Cyp4f37","metabolite interconversion enzyme"
"894","CYP4F8","Cyp4f16","metabolite interconversion enzyme"
"895","CYP4F8","Cyp4f13","metabolite interconversion enzyme"
"896","CYP7A1","Cyp7a1","metabolite interconversion enzyme"
"897","CYP7B1","Cyp7b1","metabolite interconversion enzyme"
"898","CYSLTR1","Cysltr1","G-protein coupled receptor"
"899","CYTL1","Cytl1","cytokine"
"900","D2HGDH","D2hgdh","metabolite interconversion enzyme"
"901","DAG1","Dag1","cell adhesion"
"902","DAGLA","Dagla","metabolite interconversion enzyme"
"903","DAGLB","Daglb","metabolite interconversion enzyme"
"904","DAO","Dao","metabolite interconversion enzyme"
"905","DBH","Dbh","metabolite interconversion enzyme"
"906","DBP","Dbp","gene-specific transcriptional regulator"
"907","DCBLD2","Dcbld2","other transmembrane signal receptor"
"908","DCC","Dcc","cell adhesion"
"909","DCHS1","Dchs1","cell adhesion"
"910","DCHS2","Dchs2","cell adhesion"
"911","DCK","Dck","metabolite interconversion enzyme"
"912","DCLK3","Dclk3","protein modifying enzyme"
"913","DCN","Dcn","unclassified"
"914","DCX","Dcx","unclassified"
"915","DCXR","Dcxr","metabolite interconversion enzyme"
"916","DDC","Ddc","metabolite interconversion enzyme"
"917","DDO","Ddo","metabolite interconversion enzyme"
"918","DDR1","Ddr1","tyrosine protein kinase receptor"
"919","DDR2","Ddr2","tyrosine protein kinase receptor"
"920","DEFB103A","Defb14",NA
"921","DEFB103B","Defb14","defense/immunity"
"922","DHFR","Dhfr","metabolite interconversion enzyme"
"923","DHFR2","Dhfr","metabolite interconversion enzyme"
"924","DHH","Dhh","other intercellular signal"
"925","DHRS3","Dhrs3","metabolite interconversion enzyme"
"926","DIO1","Dio1","metabolite interconversion enzyme"
"927","DIO2","Dio2","metabolite interconversion enzyme"
"928","DIO3","Dio3","metabolite interconversion enzyme"
"929","DIP2A","Dip2a","unclassified"
"930","DKK1","Dkk1","membrane traffic"
"931","DKK2","Dkk2","membrane traffic"
"932","DKK3","Dkk3","membrane traffic"
"933","DKK4","Dkk4","membrane traffic"
"934","DLD","Dld","metabolite interconversion enzyme"
"935","DLG1","Dlg1","scaffold/adaptor"
"936","DLG3","Dlg3","scaffold/adaptor"
"937","DLG4","Dlg4","scaffold/adaptor"
"938","DLGAP1","Dlgap1","scaffold/adaptor"
"939","DLK1","Dlk1","membrane-bound signaling molecule"
"940","DLK2","Dlk2","other intercellular signal"
"941","DLL1","Dll1","other intercellular signal"
"942","DLL3","Dll3","other intercellular signal"
"943","DLL4","Dll4","other intercellular signal"
"944","DMP1","Dmp1","other intercellular signal"
"945","DNAJA3","Dnaja3","chaperone"
"946","DNAJB11","Dnajb11","chaperone"
"947","DNAJC7","Dnajc7","chaperone"
"948","DPEP1","Dpep1","protein modifying enzyme"
"949","DPP4","Dpp4","protein modifying enzyme"
"950","DPYD","Dpyd","metabolite interconversion enzyme"
"951","DRAXIN","Draxin","unclassified"
"952","DRD1","Drd1","G-protein coupled receptor"
"953","DRD2","Drd2","G-protein coupled receptor"
"954","DRD3","Drd3","G-protein coupled receptor"
"955","DRD4","Drd4","G-protein coupled receptor"
"956","DRD5","Drd5","G-protein coupled receptor"
"957","DRG1","Drg1","unclassified"
"958","DSC1","Dsc1","cell adhesion"
"959","DSC2","Dsc2","cell adhesion"
"960","DSC3","Dsc3","cell adhesion"
"961","DSCAM","Dscam","scaffold/adaptor"
"962","DSCAML1","Dscaml1","scaffold/adaptor"
"963","DSG1","Dsg1c","cell adhesion"
"964","DSG1","Dsg1a","cell adhesion"
"965","DSG1","Dsg1b","cell adhesion"
"966","DSG2","Dsg2","cell adhesion"
"967","DSG3","Dsg3","cell adhesion"
"968","DSG4","Dsg4","cell adhesion"
"969","DSP","Dsp","cytoskeletal"
